routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.002,0.02,0.0,8515
__check_action_completion,0.0,0.001,0.0,8515
preplanner/update_percepts,0.0,0.002,0.0,8515
preplanner/needs_planning,0.0,0.0,0.0,8515
preplanner/calculate_access_times,0.303,0.0,0.303,1
preplanner/_schedule_observations,4.296,0.0,4.296,1
preplanner/is_observation_path_valid,0.017,0.0,0.017,1
preplanner/_schedule_broadcasts,72.567,0.0,72.567,1
preplanner/_schedule_maneuvers,0.653,0.0,0.653,1
preplanner/__schedule_periodic_replan,0.029,0.0,0.029,1
preplanner/generate_plan,77.841,0.0,77.841,1
replanner/compile_new_measurement_request_bids,0.0,0.002,0.0,8515
replanner/update_percepts,0.005,0.025,0.001,8515
replanner/check_request_completion,0.0,0.0,0.0,8515
replanner/check_request_end_time,0.0,0.0,0.0,8515
replanner/compare_bids,0.0,0.0,0.0,8515
replanner/consensus_phase,0.0,0.001,0.0,8515
replanner/is_observation_path_valid,0.002,0.016,0.001,740756
replanner/needs_planning,0.01,0.035,0.0,8515
replanner/_get_available_requests,0.109,0.17,0.068,1438
replanner/planning_phase,6.012,6.659,4.076,439
replanner/_schedule_observations,1.369,1.528,0.915,439
replanner/_schedule_maneuvers,0.326,0.174,0.339,439
replanner/_schedule_broadcasts,0.016,0.025,0.011,439
replanner/_schedule_waits,0.0,0.0,0.0,439
replanner/generate_plan,7.758,7.18,5.524,439
replanner/calc_imaging_time,0.022,0.053,0.009,420
