gp_index,lat [deg],lon [deg],start time [s],duration [s],severity,measurements
406,-42.44871671198863,136.55285823195564,67163.61392932873,21600.0,39.36088260484525,"[visual,sar]"
1791,25.634388824913557,128.2996489295166,46196.67526308382,21600.0,13.031535015865902,"[visual,thermal]"
1501,11.579048984871676,45.55122344049661,84719.95710089992,21600.0,22.76630312069321,"[sar,thermal]"
1996,36.62401923284933,19.20801867175486,58625.783140798194,21600.0,14.273190842281169,"[thermal,sar]"
2194,49.01646159741871,152.67073676425815,2012.5539697338752,21600.0,46.84947409975081,"[thermal,sar]"
445,-40.07145801296576,173.75006028047898,77628.2113758017,21600.0,25.217193484502832,"[sar,thermal]"
67,-71.08872380245846,-48.3151288052091,27134.96370274141,21600.0,63.604510466791034,"[visual,sar]"
1196,-2.474957601889088,-134.58074129795546,16790.17046685937,21600.0,38.11163032014129,"[sar,visual]"
490,-37.42748815635647,105.9006780287752,53518.78111639855,21600.0,29.380693566845228,"[visual,thermal]"
1929,32.88692321457307,-127.77178997570836,51508.2970993634,21600.0,32.895694635060025,"[sar,thermal]"
307,-48.94664876370628,69.82149918570397,38860.92180260145,21600.0,22.79724351471565,"[visual,sar]"
558,-33.59911257873889,115.37272262620058,17736.383046527724,21600.0,63.25664501560831,"[visual,thermal]"
1959,34.53942708279828,66.99528852315576,25264.36105912352,21600.0,68.62917930002311,"[sar,thermal]"
990,-12.000301223235317,112.01865300984414,80552.76706869638,21600.0,30.148146221377313,"[visual,thermal]"
2420,69.3294754131208,35.916061455701325,544.9784554300563,21600.0,70.6364148598781,"[visual,thermal]"
1917,32.23456369486022,82.32137862474598,81995.47437820536,21600.0,37.5556389962358,"[visual,sar]"
826,-19.81988095204892,-16.70804278394644,3786.738091233959,21600.0,20.10458491996312,"[sar,thermal]"
545,-34.31723293312041,102.9736552766928,8503.03692839614,21600.0,54.88667433536766,"[thermal,visual]"
861,-18.124061270170536,-149.47978453527165,8840.446582270863,21600.0,63.17864585819149,"[sar,visual]"
690,-26.60395906299527,-35.65213197879723,51069.176296170874,21600.0,8.538186914240509,"[thermal,sar]"
66,-71.2306060025771,89.19263524482875,18678.622015169225,21600.0,62.03405113507279,"[sar,visual]"
687,-26.757794152582672,16.871160171316372,20087.79704340204,21600.0,78.41053252246368,"[thermal,sar]"
129,-63.69418052097368,66.20350009244343,56439.063898727916,21600.0,99.271454648486,"[thermal,sar]"
1590,15.776837902673366,47.36022298712688,76830.60924815385,21600.0,6.864591686449028,"[visual,sar]"
431,-40.91495083359069,-61.141243018990906,2078.854737205332,21600.0,86.62113315051484,"[sar,visual]"
1386,6.243638063146943,18.94408919485075,70904.53320069218,21600.0,22.26571515859369,"[thermal,sar]"
2047,39.59413113692431,-153.6879478801761,3300.0508479801956,21600.0,92.3574823688196,"[thermal,sar]"
1549,13.83368490214962,-74.82145096132075,62653.83627707374,21600.0,76.40087487149704,"[thermal,sar]"
1042,-9.574707015404718,161.6149224078753,29638.306901930388,21600.0,31.285007597629345,"[visual,thermal]"
