routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.012,0.045,0.0,7161
__check_action_completion,0.0,0.002,0.0,7161
preplanner/update_percepts,0.002,0.011,0.001,7161
preplanner/needs_planning,0.0,0.0,0.0,7161
preplanner/calculate_access_times,0.611,0.0,0.611,1
preplanner/_schedule_observations,4.092,0.0,4.092,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,140.443,0.0,140.443,1
preplanner/_schedule_maneuvers,1.168,0.0,1.168,1
preplanner/__schedule_periodic_replan,0.309,0.0,0.309,1
preplanner/generate_plan,147.415,0.0,147.415,1
replanner/needs_planning,0.0,0.002,0.0,7161
