routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,1723
_wait_for_messages,0.0,0.0,0.0,1723
_preplan,0.065,0.079,0.032,24
_get_next_actions,0.0,0.0,0.0,1723
_replan,0.049,0.019,0.046,27
preplanner/__get_new_requests,0.0,0.0,0.0,1723
preplanner/__update_performed_requests,0.0,0.0,0.0,1723
preplanner/_calc_arrival_times,0.255,0.079,0.242,1884
preplanner/__update_access_times,0.279,2.506,0.0,1723
preplanner/needs_initialized_plan,0.279,2.506,0.0,1723
preplanner/_get_available_requests,0.0,0.0,0.0,24
preplanner/_plan_from_path,0.037,0.045,0.016,24
preplanner/initialize_plan,0.065,0.079,0.032,24
replanner/__update_known_requests,0.007,0.015,0.003,1723
replanner/__update_performed_requests,0.0,0.001,0.0,1723
replanner/_calc_arrival_times,0.232,1.02,0.209,2073
replanner/__update_access_times,0.28,2.599,0.001,1723
replanner/needs_replanning,0.309,2.602,0.016,1723
replanner/_get_available_requests,0.0,0.0,0.0,27
replanner/_plan_from_path,0.027,0.013,0.026,27
