routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,243
_wait_for_messages,0.0,0.0,0.0,243
_preplan,0.066,0.019,0.059,4
_get_next_actions,0.0,0.0,0.0,243
preplanner/__get_new_requests,0.0,0.002,0.0,243
preplanner/__update_performed_requests,0.0,0.0,0.0,243
preplanner/_calc_arrival_times,0.195,0.062,0.195,1108
preplanner/__update_access_times,0.891,6.781,0.0,243
preplanner/needs_initialized_plan,0.891,6.781,0.0,243
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.032,0.004,0.03,4
preplanner/initialize_plan,0.055,0.017,0.046,4
