routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.004,0.001,503
update_state,0.0,0.0,0.0,503
sense_environment,0.209,2.323,0.024,502
update_state_environment,0.002,0.003,0.0,502
get_environment_broadcasts,0.0,0.0,0.0,502
get_agent_broadcasts,0.0,0.0,0.0,502
sense,0.212,2.323,0.029,502
think,3.786,11.066,0.086,502
perform_broadcast,0.002,0.004,0.001,277
do,2.935,8.449,0.009,502
perform_wait_for_messages,4.538,10.165,0.008,324
perform_state_change,4.567,10.191,0.008,322
perform_measurement,0.025,0.009,0.022,83
