routine,t_avg,t_std,t_med,n
check_action_statuses,0.01,0.042,0.0,12579
update_state,0.0,0.003,0.0,12579
sense_environment,0.794,0.576,0.645,12578
update_state_environment,0.015,0.043,0.0,12578
get_environment_broadcasts,0.008,0.034,0.0,12578
get_agent_broadcasts,0.105,0.186,0.0,12578
sense,0.933,0.636,0.804,12578
think,0.74,1.217,0.507,12578
perform_broadcast,0.013,0.036,0.0,1224
do,0.505,2.549,0.325,12578
perform_wait_for_messages,0.49,2.678,0.29,11355
perform_state_change,0.468,0.46,0.337,1613
perform_observation,0.631,0.468,0.546,1199
