routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.007,0.036,0.0,12459
__check_action_completion,0.0,0.0,0.0,12459
preplanner/update_percepts,0.002,0.012,0.001,12459
preplanner/needs_planning,0.0,0.0,0.0,12459
preplanner/calculate_access_times,0.563,0.0,0.563,1
preplanner/_schedule_observations,30.837,0.0,30.837,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,118.204,0.0,118.204,1
preplanner/_schedule_maneuvers,1.295,0.0,1.295,1
preplanner/__schedule_periodic_replan,0.116,0.0,0.116,1
preplanner/generate_plan,150.646,0.0,150.646,1
replanner/needs_planning,0.0,0.001,0.0,12459
