routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.004,0.0,1618
__check_action_completion,0.0,0.0,0.0,1618
preplanner/__get_new_requests,0.0,0.0,0.0,1618
preplanner/__update_performed_requests,0.0,0.0,0.0,1618
preplanner/_update_access_times,0.021,0.861,0.0,1618
preplanner/needs_planning,0.0,0.0,0.0,1618
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,168.58,0.0,168.58,1
preplanner/_schedule_broadcasts,0.019,0.0,0.019,2
preplanner/_schedule_maneuvers,16.765,0.0,16.765,1
preplanner/__schedule_periodic_replan,1.593,0.0,1.593,1
preplanner/generate_plan,208.031,0.0,208.031,1
replanner/__get_new_requests,0.0,0.0,0.0,1618
replanner/__update_performed_requests,0.0,0.0,0.0,1618
replanner/_update_access_times,0.016,0.602,0.0,1618
replanner/_schedule_measurements,8.356,10.704,1.199,3
replanner/_schedule_broadcasts,0.018,0.001,0.018,6
replanner/_schedule_maneuvers,6.847,8.678,1.077,3
