routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,157
__check_action_completion,0.0,0.004,0.0,157
preplanner/__get_new_requests,0.0,0.0,0.0,157
preplanner/__update_performed_requests,0.0,0.0,0.0,157
preplanner/_update_access_times,0.066,0.821,0.0,157
preplanner/needs_planning,0.0,0.0,0.0,157
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,0.638,0.0,0.638,1
preplanner/_schedule_broadcasts,0.198,0.164,0.198,2
preplanner/_schedule_maneuvers,0.105,0.0,0.105,1
preplanner/__schedule_periodic_replan,0.003,0.0,0.003,1
preplanner/generate_plan,1.127,0.0,1.127,1
replanner/__get_new_requests,0.0,0.0,0.0,157
replanner/__update_performed_requests,0.0,0.0,0.0,157
replanner/_update_access_times,0.524,2.059,0.0,157
replanner/check_request_completion,0.0,0.0,0.0,157
replanner/check_request_end_time,0.0,0.0,0.0,157
replanner/compare_bids,0.005,0.036,0.0,157
replanner/calc_imaging_time,0.212,0.243,0.121,115
replanner/calc_path_bid,4.908,1.822,3.893,5
replanner/planning_phase,24.959,0.0,24.959,1
replanner/_schedule_broadcasts,0.018,0.0,0.018,1
replanner/_schedule_maneuvers,0.1,0.0,0.1,1
