routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,275
update_state,0.0,0.0,0.0,275
sense_environment,0.091,0.062,0.077,274
update_state_environment,0.0,0.0,0.0,274
get_environment_broadcasts,0.0,0.0,0.0,274
get_agent_broadcasts,0.0,0.0,0.0,274
sense,0.091,0.062,0.077,274
think,0.838,6.495,0.038,274
perform_state_change,0.121,0.195,0.117,300
do,0.188,0.333,0.069,274
perform_measurement,0.035,0.03,0.026,21
perform_wait_for_messages,0.081,0.153,0.058,179
perform_broadcast,0.003,0.002,0.003,2
