routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,274
_wait_for_messages,0.0,0.0,0.0,274
_preplan,0.055,0.035,0.062,4
_get_next_actions,0.0,0.0,0.0,274
preplanner/__get_new_requests,0.0,0.002,0.0,274
preplanner/__update_performed_requests,0.0,0.0,0.0,274
preplanner/_calc_arrival_times,0.177,0.053,0.174,1225
preplanner/__update_access_times,0.793,6.432,0.0,274
preplanner/needs_initialized_plan,0.794,6.432,0.0,274
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.027,0.021,0.026,4
preplanner/initialize_plan,0.049,0.033,0.053,4
