Contacts between Entity1 with id imaging_sat_0_0 with Entity2 with id imaging_sat_1_2
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
160,267
456,564
753,860
1049,1157
1346,1453
1642,1750
1939,2046
2235,2343
2532,2639
2828,2936
3125,3232
3421,3529
3717,3825
4014,4121
4310,4418
4607,4714
4903,5011
5200,5307
5496,5604
5793,5900
6089,6197
6386,6493
6682,6790
6979,7086
7275,7383
7572,7679
7868,7975
8165,8272
8461,8568
