routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.014,0.0,158
update_state,0.0,0.0,0.0,158
sense_environment,0.174,0.091,0.178,157
update_state_environment,0.003,0.014,0.0,157
get_environment_broadcasts,0.0,0.0,0.0,157
get_agent_broadcasts,0.001,0.007,0.0,157
sense,0.181,0.097,0.192,157
think,0.839,3.258,0.078,157
perform_broadcast,0.016,0.028,0.0,7
do,0.196,0.82,0.099,157
perform_wait_for_messages,0.201,0.835,0.102,150
perform_state_change,0.213,0.886,0.103,134
perform_measurement,0.051,0.015,0.052,5
