routine,t_avg,t_std,t_med,n,t_total
_read_incoming_messages,1e-05,0.0,1e-05,1,1e-05
__check_action_completion,1e-05,0.0,1e-05,1,1e-05
update_action_completion,1e-05,0.0,1e-05,1,1e-05
preplanner/update_percepts,1e-05,0.0,1e-05,1,1e-05
preplanner/needs_planning,0.0,0.0,0.0,1,0.0
preplanner/calculate_access_opportunities,0.3981,0.0,0.3981,1,0.3981
preplanner/_schedule_observations,1.00655,0.0,1.00655,1,1.00655
preplanner/is_observation_path_valid,0.00248,0.0,0.00248,1,0.00248
preplanner/_create_broadcast_path,0.01576,0.0,0.01576,1,0.01576
preplanner/_schedule_broadcasts,1.17415,0.0,1.17415,1,1.17415
reward_grid/update,0.0,0.0,0.0,2,0.0
reward_grid/get_history,0.00208,0.0,0.00208,1,0.00208
