t,x_pos,y_pos,z_pos,x_vel,y_vel,z_vel,attitude,status
0.0,-7148.78,0.0,0.0,-0.0,-2.903,-6.839,0.0,SENSING
0.0,-7148.78,0.0,0.0,-0.0,-2.903,-6.839,0.0,MESSAGING
0.0,-7148.78,0.0,0.0,-0.0,-2.903,-6.839,0.0,SENSING
0.0,-7148.78,0.0,0.0,-0.0,-2.903,-6.839,0.0,LISTENING
0.0,-7148.78,0.0,0.0,-0.0,-2.903,-6.839,0.0,SENSING
0.0,-7148.78,0.0,0.0,-0.0,-2.903,-6.839,0.0,LISTENING
19.71,-7147.267,-57.108,-134.719,0.154,-2.902,-6.838,0.0,SENSING
19.71,-7147.267,-57.108,-134.719,0.154,-2.902,-6.838,0.0,LISTENING
21.6,-7146.963,-62.583,-147.635,0.168,-2.902,-6.837,0.0,SENSING
21.6,-7146.963,-62.583,-147.635,0.168,-2.902,-6.837,0.0,LISTENING
30.0,-7145.275,-86.914,-205.032,0.234,-2.902,-6.836,0.0,SENSING
30.0,-7145.275,-86.914,-205.032,0.234,-2.902,-6.836,0.0,LISTENING
30.0,-7145.275,-86.914,-205.032,0.234,-2.902,-6.836,0.0,SENSING
30.0,-7145.275,-86.914,-205.032,0.234,-2.902,-6.836,0.0,LISTENING
51.65,-7138.394,-149.589,-352.884,0.402,-2.899,-6.829,0.0,SENSING
51.65,-7138.394,-149.589,-352.884,0.402,-2.899,-6.829,0.0,LISTENING
60.0,-7134.765,-173.743,-409.864,0.467,-2.897,-6.826,0.0,SENSING
60.0,-7134.765,-173.743,-409.864,0.467,-2.897,-6.826,0.0,LISTENING
60.0,-7134.765,-173.743,-409.864,0.467,-2.897,-6.826,0.0,SENSING
60.0,-7134.765,-173.743,-409.864,0.467,-2.897,-6.826,0.0,LISTENING
103.21,-7107.337,-298.485,-704.13,0.803,-2.886,-6.799,0.0,SENSING
103.21,-7107.337,-298.485,-704.13,0.803,-2.886,-6.799,0.0,LISTENING
110.0,-7101.71,-318.038,-750.257,0.856,-2.884,-6.794,0.0,SENSING
110.0,-7101.71,-318.038,-750.257,0.856,-2.884,-6.794,0.0,LISTENING
110.0,-7101.71,-318.038,-750.257,0.856,-2.884,-6.794,0.0,SENSING
110.0,-7101.71,-318.038,-750.257,0.856,-2.884,-6.794,0.0,LISTENING
156.28,-7053.874,-450.836,-1063.523,1.213,-2.865,-6.748,0.0,SENSING
156.28,-7053.874,-450.836,-1063.523,1.213,-2.865,-6.748,0.0,LISTENING
170.0,-7036.523,-490.017,-1155.948,1.318,-2.858,-6.732,0.0,SENSING
