routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.001,0.0,3166
update_state,0.0,0.0,0.0,3166
sense_environment,0.046,0.02,0.049,3165
update_state_environment,0.0,0.0,0.0,3165
get_environment_broadcasts,0.001,0.003,0.0,3165
get_agent_broadcasts,0.001,0.005,0.0,3165
sense,0.048,0.02,0.05,3165
think,0.029,0.045,0.024,3165
perform_broadcast,0.006,0.008,0.002,44
do,0.026,0.029,0.014,3165
perform_wait_for_messages,0.027,0.03,0.015,2783
perform_state_change,0.018,0.015,0.012,414
perform_observation,0.012,0.011,0.007,350
