routine,t_avg,t_std,t_med,n
check_action_statuses,0.005,0.044,0.0,8895
update_state,0.0,0.0,0.0,8895
sense_environment,0.157,0.14,0.147,8894
update_state_environment,0.001,0.01,0.0,8894
get_environment_broadcasts,0.003,0.017,0.0,8894
get_agent_broadcasts,0.022,0.171,0.0,8894
sense,0.189,0.276,0.164,8894
think,0.284,2.396,0.049,8894
perform_broadcast,0.004,0.021,0.0,429
do,0.771,2.339,0.098,8894
perform_wait_for_messages,0.897,2.515,0.127,7567
perform_state_change,0.198,0.902,0.055,1163
perform_observation,0.07,0.058,0.05,1041
