routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.004,0.0,1638
__check_action_completion,0.0,0.0,0.0,1638
preplanner/__get_new_requests,0.0,0.0,0.0,1638
preplanner/__update_performed_requests,0.0,0.0,0.0,1638
preplanner/_update_access_times,0.02,0.796,0.0,1638
preplanner/needs_planning,0.0,0.0,0.0,1638
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,303.46,0.0,303.46,1
preplanner/_schedule_broadcasts,0.026,0.0,0.026,2
preplanner/_schedule_maneuvers,7.934,0.0,7.934,1
preplanner/__schedule_periodic_replan,0.824,0.0,0.824,1
preplanner/generate_plan,321.782,0.0,321.782,1
replanner/__get_new_requests,0.0,0.0,0.0,1638
replanner/__update_performed_requests,0.0,0.0,0.0,1638
replanner/_update_access_times,0.008,0.25,0.0,1638
replanner/_schedule_measurements,2.451,4.407,1.1,9
replanner/_schedule_broadcasts,0.016,0.001,0.016,18
replanner/_schedule_maneuvers,1.462,1.73,1.026,9
