routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.001,0.0,198
update_state,0.0,0.0,0.0,198
sense_environment,0.021,0.009,0.021,197
update_state_environment,0.0,0.0,0.0,197
get_environment_broadcasts,0.0,0.0,0.0,197
get_agent_broadcasts,0.0,0.0,0.0,197
sense,0.022,0.009,0.022,197
think,0.146,1.234,0.007,197
perform_broadcast,0.001,0.003,0.0,82
perform_wait_for_messages,0.017,0.111,0.006,197
perform_state_change,0.017,0.115,0.006,186
do,0.025,0.111,0.018,197
perform_measurement,0.019,0.003,0.018,74
