routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.01,0.0,16510
update_state,0.0,0.0,0.0,16510
sense_environment,0.807,0.482,0.81,16509
update_state_environment,0.003,0.01,0.0,16509
get_environment_broadcasts,0.0,0.004,0.0,16509
get_agent_broadcasts,0.008,0.067,0.0,16509
sense,0.821,0.482,0.816,16509
think,0.438,0.666,0.335,16509
perform_broadcast,0.043,0.063,0.024,144
do,0.494,0.546,0.191,16509
perform_wait_for_messages,0.498,0.547,0.197,15980
perform_state_change,0.521,0.536,0.276,668
perform_observation,0.443,0.517,0.157,410
