routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,241
update_state,0.0,0.0,0.0,241
sense_environment,0.082,0.056,0.068,240
update_state_environment,0.0,0.0,0.0,240
get_environment_broadcasts,0.0,0.0,0.0,240
get_agent_broadcasts,0.0,0.0,0.0,240
sense,0.083,0.056,0.069,240
think,0.387,2.758,0.027,240
perform_state_change,0.109,0.094,0.118,366
do,0.211,0.339,0.093,240
perform_wait_for_messages,0.074,0.037,0.064,116
perform_measurement,0.067,0.041,0.064,31
perform_broadcast,0.002,0.0,0.002,2
