plan_index,t_plan,instrument,t_img
104,10400.0,sar,10430.0
104,10400.0,sar,10440.0
119,11900.0,sar,11970.0
119,11900.0,sar,11990.0
119,11900.0,sar,12000.0
139,13900.0,sar,13940.0
139,13900.0,sar,13970.0
236,23600.0,sar,23620.0
236,23600.0,sar,23640.0
258,25800.0,sar,25830.0
258,25800.0,sar,25870.0
330,33000.0,sar,33030.0
330,33000.0,sar,33040.0
330,33000.0,sar,33050.0
416,41600.0,sar,41620.0
416,41600.0,sar,41630.0
416,41600.0,sar,41650.0
416,41600.0,sar,41700.0
417,41700.0,sar,41700.0
417,41700.0,sar,41730.0
525,52500.0,sar,52510.0
525,52500.0,sar,52530.0
525,52500.0,sar,52540.0
600,60000.0,sar,60050.0
600,60000.0,sar,60070.0
701,70100.0,sar,70140.0
701,70100.0,sar,70170.0
725,72500.0,sar,72530.0
725,72500.0,sar,72570.0
762,76200.0,sar,76240.0
762,76200.0,sar,76260.0
780,78000.0,sar,78020.0
780,78000.0,sar,78030.0
780,78000.0,sar,78040.0
782,78200.0,sar,78220.0
782,78200.0,sar,78270.0
846,84600.0,sar,84620.0
846,84600.0,sar,84640.0
