routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.009,0.0,16466
update_state,0.0,0.0,0.0,16466
sense_environment,0.821,0.485,0.817,16465
update_state_environment,0.003,0.011,0.0,16465
get_environment_broadcasts,0.0,0.004,0.0,16465
get_agent_broadcasts,0.008,0.07,0.0,16465
sense,0.836,0.485,0.823,16465
think,0.441,0.716,0.342,16465
perform_broadcast,0.036,0.051,0.018,157
do,0.481,0.539,0.185,16465
perform_wait_for_messages,0.485,0.54,0.193,15962
perform_state_change,0.463,0.526,0.119,634
perform_observation,0.416,0.503,0.081,386
