t_update,grid_index,GP index,lat [deg],log [deg],instrument,reward,n_observations,n_events
230.0,0,227,-61.9990518216682,132.45000161672158,sar,1.0,1,0
230.0,0,227,-61.9990518216682,132.45000161672158,sar,1.1277777777777778,0,0
260.0,0,220,-63.13480646691613,135.6144111266288,sar,1.0,1,0
260.0,0,220,-63.13480646691613,135.6144111266288,sar,1.1444444444444444,0,0
8260.0,0,779,-63.891379783435646,155.32171184137744,visual,5.588888888888889,0,0
8260.0,0,779,-63.891379783435646,155.32171184137744,visual,10.0,0,1
10530.0,0,35,18.27992364625168,29.240558772670624,sar,1.0,1,0
10530.0,0,35,18.27992364625168,29.240558772670624,sar,6.85,0,0
10540.0,0,34,17.486308703352343,28.90736524082478,sar,1.0,1,0
10540.0,0,34,17.486308703352343,28.90736524082478,sar,6.855555555555555,0,0
10570.0,0,33,16.173920131690686,30.253689124156285,sar,1.0,1,0
10570.0,0,33,16.173920131690686,30.253689124156285,sar,6.872222222222222,0,0
11940.0,0,810,4.604015987267221,166.6693806469049,thermal,7.633333333333334,0,0
11940.0,0,810,4.604015987267221,166.6693806469049,thermal,10.0,0,1
14150.0,0,22,35.9680749784798,46.04695054462147,sar,8.86111111111111,0,0
14150.0,0,22,35.9680749784798,46.04695054462147,sar,10.0,0,1
14630.0,0,944,-62.14295206087797,54.99802548983637,sar,9.127777777777778,0,0
14630.0,0,944,-62.14295206087797,54.99802548983637,sar,10.0,0,1
16740.0,0,799,1.9983263291338185,7.637096734120118,sar,1.0,1,0
16740.0,0,799,1.9983263291338185,7.637096734120118,sar,10.0,0,0
16750.0,0,790,1.6525985947812942,8.13193762343344,sar,1.0,1,0
16750.0,0,790,1.6525985947812942,8.13193762343344,sar,10.0,0,0
17930.0,0,911,-58.644899967244775,49.91851836282609,sar,1.0,1,0
17930.0,0,911,-58.644899967244775,49.91851836282609,sar,10.0,0,0
17950.0,0,910,-60.08704983937178,50.39189568217212,sar,1.0,1,0
17950.0,0,910,-60.08704983937178,50.39189568217212,sar,10.0,0,0
18000.0,0,941,-62.15039494234414,54.885705813205824,sar,1.0,1,0
18000.0,0,941,-62.15039494234414,54.885705813205824,sar,10.0,0,0
18010.0,0,949,-62.87265012536202,55.17834687994311,sar,1.0,1,0
18010.0,0,949,-62.87265012536202,55.17834687994311,sar,10.0,0,0
20310.0,0,533,31.569202265306327,-170.29032086229498,sar,1.0,1,0
20310.0,0,533,31.569202265306327,-170.29032086229498,sar,10.0,0,0
20340.0,0,532,33.01924686706008,-168.95497908863206,sar,1.0,1,0
20340.0,0,532,33.01924686706008,-168.95497908863206,sar,10.0,0,0
20610.0,0,435,48.00300791631037,-70.16291456278171,thermal,10.0,0,0
20610.0,0,435,48.00300791631037,-70.16291456278171,thermal,10.0,0,1
21160.0,0,102,67.77745093841895,27.539508815252844,thermal,10.0,0,0
21160.0,0,102,67.77745093841895,27.539508815252844,thermal,10.0,0,1
27690.0,0,439,49.47495457363319,-69.4375588262312,sar,1.0,1,0
27690.0,0,439,49.47495457363319,-69.4375588262312,sar,10.0,0,0
28620.0,0,873,50.25500150347092,-142.40916741822653,visual,10.0,0,0
28620.0,0,873,50.25500150347092,-142.40916741822653,visual,10.0,0,1
30690.0,0,19,-49.33907499907905,143.28744968046772,thermal,10.0,0,0
30690.0,0,19,-49.33907499907905,143.28744968046772,thermal,10.0,0,1
34610.0,0,339,-2.7675629205517023,-66.40308558674775,sar,1.0,1,0
34610.0,0,339,-2.7675629205517023,-66.40308558674775,sar,10.0,0,0
34630.0,0,335,-2.910849037058645,-63.864570258642686,sar,1.0,1,0
34630.0,0,335,-2.910849037058645,-63.864570258642686,sar,10.0,0,0
34650.0,0,330,-3.922295405352945,-63.14620579377542,sar,1.0,1,0
34650.0,0,330,-3.922295405352945,-63.14620579377542,sar,10.0,0,0
36560.0,0,829,-53.594649153573215,72.81428052148179,sar,1.0,1,0
36560.0,0,829,-53.594649153573215,72.81428052148179,sar,10.0,0,0
36570.0,0,827,-53.23788219947114,73.5927020543363,sar,1.0,1,0
36570.0,0,827,-53.23788219947114,73.5927020543363,sar,10.0,0,0
36590.0,0,821,-51.25566708948699,72.75232100194052,sar,1.0,1,0
36590.0,0,821,-51.25566708948699,72.75232100194052,sar,10.0,0,0
40840.0,0,2,-19.148236225341293,-85.37299148576477,sar,1.0,1,0
40840.0,0,2,-19.148236225341293,-85.37299148576477,sar,10.0,0,0
40860.0,0,7,-19.435598617476305,-82.915005452575,sar,1.0,1,0
40860.0,0,7,-19.435598617476305,-82.915005452575,sar,10.0,0,0
45430.0,0,594,53.108374944586735,-144.27419417251065,sar,1.0,1,0
45430.0,0,594,53.108374944586735,-144.27419417251065,sar,10.0,0,0
45490.0,0,874,50.55420214131986,-140.33005376024232,sar,1.0,1,0
45490.0,0,874,50.55420214131986,-140.33005376024232,sar,10.0,0,0
49270.0,0,641,58.72682179716871,10.00620702801489,thermal,10.0,0,0
49270.0,0,641,58.72682179716871,10.00620702801489,thermal,10.0,0,1
49670.0,0,421,-61.8754557234552,-120.844878577219,visual,10.0,0,0
49670.0,0,421,-61.8754557234552,-120.844878577219,visual,10.0,0,1
54190.0,0,173,-59.12579915052815,-106.2002506693986,visual,10.0,0,0
54190.0,0,173,-59.12579915052815,-106.2002506693986,visual,10.0,0,1
