routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.004,0.001,19
update_state,0.0,0.0,0.0,19
sense_environment,0.032,0.009,0.033,18
update_state_environment,0.002,0.003,0.0,18
get_environment_broadcasts,0.0,0.0,0.0,18
get_agent_broadcasts,0.0,0.0,0.0,18
sense,0.037,0.01,0.037,18
think,0.27,0.538,0.086,18
perform_broadcast,0.004,0.004,0.003,8
do,0.795,1.666,0.018,18
perform_wait_for_messages,1.094,1.876,0.021,13
perform_state_change,1.184,1.926,0.022,12
perform_measurement,0.028,0.0,0.028,1
