routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,18
__check_action_completion,0.0,0.0,0.0,18
replanner/__get_new_requests,0.0,0.0,0.0,18
replanner/__update_performed_requests,0.0,0.0,0.0,18
replanner/_update_access_times,0.002,0.008,0.0,18
replanner/check_request_completion,0.0,0.0,0.0,18
replanner/check_request_end_time,0.0,0.0,0.0,18
replanner/compare_bids,0.0,0.0,0.0,18
replanner/calc_imaging_time,0.077,0.0,0.077,1
replanner/calc_path_bid,0.15,0.0,0.15,1
replanner/planning_phase,0.508,0.78,0.087,4
replanner/_schedule_broadcasts,0.004,0.0,0.004,4
replanner/_schedule_maneuvers,0.036,0.029,0.034,4
