Satellite states as KEPLERIAN_EARTH_CENTERED_INERTIAL elements.
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,sma [km],ecc,inc [deg],raan [deg],aop [deg],ta [deg]
0,7078.000000000004,0.010000000000000437,67.0,239.99999999999994,8.537736462515939e-07,360.0
1,7078.000000000003,0.010000000000000177,67.0,239.99968694078117,359.9999051926748,0.6195517026432229
2,7078.000000000001,0.010000000000000201,67.0,239.9993738815624,359.9998103949605,1.239101970846825
3,7078.000000000002,0.010000000000000194,67.0,239.99906082234364,359.99971559340185,1.8586493703545277
4,7078.000000000001,0.010000000000000127,67.0,239.99874776312478,359.99962079280436,2.47819246728717
5,7078.000000000003,0.010000000000000436,67.0,239.99843470390607,359.99952598951575,3.097729828315926
6,7078.000000000003,0.01000000000000024,67.0,239.9981216446873,359.99943118872596,3.7172600208638182
7,7078.000000000005,0.010000000000000326,67.0,239.99780858546853,359.9993363849705,4.336781613279616
8,7078.000000000002,0.010000000000000354,67.0,239.99749552624976,359.9992415846476,4.9562931750236645
9,7078.000000000004,0.010000000000000332,67.0,239.99718246703097,359.9991467814871,5.57579327686142
10,7077.999999999996,0.009999999999999693,67.0,239.99686940781226,359.99905198018473,6.195280491039261
11,7078.000000000006,0.010000000000000571,67.0,239.99655634859343,359.9989571777873,6.814753391477881
12,7078.000000000002,0.010000000000000328,67.0,239.99624328937466,359.99886237617045,7.434210553948618
13,7078.000000000004,0.010000000000000476,67.0,239.9959302301559,359.99876757397107,8.053650556262554
14,7077.999999999998,0.009999999999999854,67.0,239.99561717093712,359.9986727721378,8.673071978449705
15,7078.000000000002,0.010000000000000292,67.0,239.99530411171838,359.99857796982855,9.29247340295669
16,7078.000000000004,0.010000000000000363,67.0,239.9949910524996,359.9984831676132,9.911853414801392
17,7078.000000000003,0.01000000000000048,67.0,239.99467799328085,359.99838836570126,10.531210601794578
18,7078.000000000001,0.010000000000000186,67.0,239.994364934062,359.9982935642556,11.150543554679725
19,7078.000000000001,0.010000000000000354,67.0,239.99405187484325,359.9981987621911,11.769850867350357
20,7078.000000000003,0.010000000000000443,67.0,239.99373881562445,359.9981039597928,12.389131137004457
21,7078.0,0.010000000000000085,67.0,239.99342575640568,359.9980091578406,13.008382964343683
22,7078.000000000004,0.010000000000000304,67.0,239.99311269718697,359.9979143559241,13.627604953739482
23,7077.999999999999,0.009999999999999988,67.0,239.99279963796815,359.9978195540387,14.24679571342975
24,7078.000000000001,0.010000000000000075,67.0,239.9924865787494,359.9977247518602,14.865953855669368
25,7078.000000000003,0.010000000000000465,67.0,239.99217351953064,359.9976299501926,15.485077996941742
26,7078.000000000005,0.010000000000000463,67.0,239.99186046031187,359.99753514794196,16.104166758095296
27,7078.000000000005,0.010000000000000418,67.0,239.9915474010931,359.9974403454578,16.723218764569346
28,7078.000000000005,0.01000000000000051,67.0,239.99123434187433,359.99734554386356,17.342232646526686
29,7078.000000000004,0.010000000000000547,67.0,239.99092128265556,359.99725074187404,17.96120703904798
30,7078.000000000005,0.010000000000000762,67.0,239.99060822343682,359.9971559400414,18.58014058229587
31,7078.000000000001,0.01000000000000012,67.0,239.99029516421805,359.99706113797845,19.199031921702385
32,7078.000000000004,0.010000000000000207,67.0,239.98998210499929,359.99696633570665,19.81787970812823
33,7078.000000000006,0.01000000000000072,67.0,239.98966904578043,359.9968715339441,20.4366825980436
34,7078.000000000005,0.01000000000000071,67.0,239.9893559865617,359.9967767316282,21.05543925368135
35,7078.000000000001,0.010000000000000248,67.0,239.9890429273429,359.99668192979493,21.674148343218825
36,7078.000000000006,0.010000000000000708,67.0,239.98872986812418,359.9965871279769,22.292808540948585
37,7078.000000000004,0.010000000000000476,67.0,239.9884168089054,359.99649232575734,22.911418527441963
38,7078.0000000000055,0.010000000000000678,67.0,239.98810374968664,359.9963975239771,23.52997698970518
39,7078.0,0.009999999999999995,66.99999999999999,239.98779069046785,359.99630272181406,24.14848262135796
40,7078.000000000002,0.010000000000000382,67.0,239.98747763124908,359.9962079196811,24.76693412279137
41,7077.999999999998,0.010000000000000042,67.0,239.9871645720303,359.99611311785753,25.385330201320755
42,7078.000000000003,0.010000000000000462,67.0,239.98685151281154,359.99601831577195,26.003669571368793
43,7078.000000000002,0.010000000000000212,67.0,239.98653845359277,359.99592351388975,26.621950954601473
44,7077.999999999996,0.00999999999999983,67.0,239.986225394374,359.9958287116727,27.240173080111983
45,7078.000000000004,0.010000000000000533,67.0,239.98591233515526,359.9957339098267,27.85833468454472
46,7078.000000000003,0.01000000000000001,67.0,239.9855992759365,359.99563910782587,28.476434512280605
47,7078.000000000005,0.010000000000000172,67.0,239.98528621671767,359.99554430584396,29.094471315589125
48,7078.0,0.010000000000000406,67.0,239.98497315749887,359.9954495037195,29.712443854767685
49,7078.000000000005,0.010000000000000717,67.0,239.9846600982801,359.99535470177506,30.330350898291776
50,7078.000000000001,0.010000000000000132,67.0,239.98434703906133,359.9952598996922,30.948191222986498
51,7078.000000000001,0.010000000000000231,67.0,239.98403397984262,359.9951650977807,31.565963614162623
52,7078.000000000004,0.010000000000000129,67.0,239.9837209206238,359.99507029573493,32.18366686575848
