Eclipse times for Spacecraft with id vis_sat_2_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
194,365
788,958
1381,1550
1974,2143
2568,2736
3161,3328
3755,3921
4348,4514
4941,5106
5535,5699
6128,6292
6722,6884
7315,7477
7909,8070
8502,8640
