plan_index,t_plan,instrument,t_img
4,400.0,sar,420.0
4,400.0,sar,430.0
4,400.0,sar,440.0
4,400.0,sar,450.0
4,400.0,sar,460.0
4,400.0,sar,470.0
4,400.0,sar,480.0
4,400.0,sar,490.0
14,1400.0,sar,1450.0
14,1400.0,sar,1460.0
14,1400.0,sar,1470.0
14,1400.0,sar,1480.0
16,1600.0,sar,1670.0
16,1600.0,sar,1680.0
16,1600.0,sar,1690.0
16,1600.0,sar,1700.0
30,3000.0,sar,3080.0
30,3000.0,sar,3090.0
30,3000.0,sar,3100.0
31,3020.0,sar,3080.0
31,3020.0,sar,3090.0
31,3020.0,sar,3100.0
32,3100.0,sar,3100.0
32,3100.0,sar,3110.0
32,3100.0,sar,3120.0
32,3100.0,sar,3130.0
32,3100.0,sar,3140.0
32,3100.0,sar,3150.0
39,3800.0,sar,3840.0
39,3800.0,sar,3850.0
39,3800.0,sar,3870.0
39,3800.0,sar,3880.0
54,5300.0,sar,5350.0
54,5300.0,sar,5360.0
54,5300.0,sar,5370.0
54,5300.0,sar,5380.0
54,5300.0,sar,5390.0
54,5300.0,sar,5400.0
55,5360.0,sar,5370.0
55,5360.0,sar,5380.0
55,5360.0,sar,5390.0
55,5360.0,sar,5400.0
56,5400.0,sar,5400.0
56,5400.0,sar,5410.0
56,5400.0,sar,5420.0
56,5400.0,sar,5440.0
