routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.018,0.0,7165
update_state,0.0,0.0,0.0,7165
sense_environment,0.189,0.117,0.174,7164
update_state_environment,0.002,0.014,0.0,7164
get_environment_broadcasts,0.007,0.021,0.0,7164
get_agent_broadcasts,0.045,0.073,0.0,7164
sense,0.247,0.143,0.228,7164
think,0.393,1.717,0.309,7164
perform_broadcast,0.006,0.023,0.0,1256
do,0.137,0.151,0.093,7164
perform_wait_for_messages,0.131,0.156,0.079,5908
perform_state_change,0.129,0.131,0.09,967
perform_observation,0.162,0.119,0.136,1230
