Eclipse times for Spacecraft with id vis_sat_1_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
71,272
664,865
1257,1459
1850,2052
2443,2645
3036,3238
3629,3831
4222,4424
4815,5017
5408,5610
6001,6203
6594,6797
7187,7390
7780,7983
8373,8576
