routine,t_avg,t_std,t_med,n
ENVIRONMENT_wait,-1.0,0.0,-1.0,0
vis_sat_0_0_wait,10.509,70.024,0.744,1999
therm_sat_0_0_wait,10.44,69.747,0.739,1999
sar_sat_0_0_wait,10.472,69.765,0.768,1999
vis_sat_0_1_wait,10.492,70.011,0.732,1999
therm_sat_0_1_wait,10.558,69.966,0.739,1999
sar_sat_0_1_wait,10.562,69.968,0.771,1999
vis_sat_0_2_wait,10.527,70.033,0.727,1999
therm_sat_0_2_wait,10.561,70.039,0.745,1999
clock_wait,10.945,70.599,0.858,1999
sim_runtime,21878.62,0.0,21878.62,1
