routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,154
__check_action_completion,0.0,0.0,0.0,154
preplanner/__get_new_requests,0.0,0.0,0.0,154
preplanner/__update_performed_requests,0.0,0.0,0.0,154
preplanner/_update_access_times,0.08,0.987,0.0,154
preplanner/needs_planning,0.0,0.0,0.0,154
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,0.234,0.0,0.234,1
preplanner/_schedule_broadcasts,0.22,0.178,0.22,2
preplanner/_schedule_maneuvers,0.111,0.0,0.111,1
preplanner/__schedule_periodic_replan,0.004,0.0,0.004,1
preplanner/generate_plan,0.766,0.0,0.766,1
replanner/__get_new_requests,0.0,0.0,0.0,154
replanner/__update_performed_requests,0.0,0.0,0.0,154
replanner/_update_access_times,0.374,1.904,0.0,154
replanner/check_request_completion,0.0,0.0,0.0,154
replanner/check_request_end_time,0.0,0.0,0.0,154
replanner/compare_bids,0.007,0.062,0.0,154
replanner/calc_imaging_time,0.268,0.267,0.196,174
replanner/calc_path_bid,9.406,1.891,8.928,5
replanner/planning_phase,47.917,0.0,47.917,1
replanner/_schedule_broadcasts,0.031,0.0,0.031,1
replanner/_schedule_maneuvers,0.018,0.0,0.018,1
