routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,489
_wait_for_messages,0.0,0.0,0.0,489
_preplan,1.592,0.0,1.592,1
_get_next_actions,0.0,0.0,0.0,489
preplanner/__get_new_requests,0.0,0.0,0.0,489
preplanner/__update_performed_requests,0.0,0.001,0.0,489
preplanner/_calc_arrival_times,0.238,0.077,0.229,101
preplanner/__update_access_times,0.049,1.087,0.0,489
preplanner/needs_initialized_plan,0.05,1.087,0.0,489
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_plan_from_path,0.427,0.0,0.427,1
preplanner/initialize_plan,1.591,0.0,1.591,1
