routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,490
update_state,0.0,0.0,0.0,490
sense_environment,0.045,0.022,0.04,489
update_state_environment,0.0,0.0,0.0,489
get_environment_broadcasts,0.0,0.0,0.0,489
get_agent_broadcasts,0.0,0.0,0.0,489
sense,0.046,0.022,0.041,489
think,0.078,1.216,0.021,489
perform_state_change,0.062,0.049,0.065,1817
do,0.237,0.298,0.091,489
perform_measurement,0.019,0.022,0.011,85
perform_wait_for_messages,0.038,0.022,0.031,44
perform_broadcast,0.002,0.002,0.001,8
