routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.008,0.0,5184
update_state,0.0,0.0,0.0,5184
sense_environment,0.036,0.042,0.032,5184
update_state_environment,0.0,0.001,0.0,5184
get_environment_broadcasts,0.003,0.006,0.0,5184
get_agent_broadcasts,0.002,0.011,0.0,5184
sense,0.042,0.048,0.038,5184
think,0.141,1.025,0.017,5183
perform_broadcast,0.003,0.021,0.0,313
do,0.605,2.512,0.025,5183
perform_wait_for_messages,0.793,2.866,0.027,3913
perform_state_change,0.036,0.314,0.013,822
perform_observation,0.027,0.036,0.025,1100
