routine,t_avg,t_std,t_med,n
ENVIRONMENT_wait,-1.0,0.0,-1.0,0
vis_sat_0_0_wait,0.453,2.845,0.099,3793
therm_sat_0_0_wait,0.617,2.956,0.1,3793
sar_sat_0_0_wait,0.673,3.177,0.1,3793
vis_sat_0_1_wait,0.456,2.844,0.101,3793
clock_wait,0.877,3.261,0.199,3793
sim_runtime,3326.762,0.0,3326.762,1
