observer,t_img,lat,lon,range,look,incidence,zenith,instrument_name
therm_sat_0_0,1670.0,-9.7,75.6,784.1,-10.45,11.73,,thermal
therm_sat_0_0,1980.0,-26.4,82.9,765.8,-5.45,6.11,79.66,thermal
vis_sat_0_1,6100.0,-64.8,169.2,686.4,0.91,1.01,42.72,visual
vis_sat_0_1,6360.0,-55.2,-165.9,671.2,5.37,5.94,43.54,visual
vis_sat_0_0,16670.0,-59.0,144.0,674.3,2.4,2.66,42.74,visual
vis_sat_0_0,16720.0,-57.1,148.4,670.2,0.47,0.52,43.42,visual
therm_sat_0_0,17620.0,63.6,-107.8,707.6,-13.2,14.65,,thermal
therm_sat_0_0,17950.0,65.6,-61.3,714.3,4.86,5.4,,thermal
vis_sat_0_1,18140.0,-58.4,137.7,678.9,7.09,7.84,42.26,visual
vis_sat_0_1,18280.0,-52.9,149.1,663.9,-1.4,1.55,44.9,visual
therm_sat_0_0,19820.0,-28.6,10.7,764.1,5.72,6.41,77.15,thermal
therm_sat_0_0,19930.0,-34.1,14.5,770.8,10.97,12.29,72.01,thermal
vis_sat_0_0,21200.0,-24.2,2.3,765.6,4.57,5.12,80.91,visual
vis_sat_0_0,21320.0,-30.5,5.4,761.6,5.07,5.67,75.76,visual
therm_sat_0_0,23270.0,54.0,-159.2,685.4,-12.62,13.96,,thermal
therm_sat_0_0,23500.0,63.9,-140.4,684.1,2.72,3.01,,thermal
therm_sat_0_0,23740.0,67.8,-106.4,708.1,7.59,8.43,,thermal
vis_sat_0_1,24720.0,-26.7,145.4,662.1,-14.96,16.5,60.71,visual
vis_sat_0_1,24980.0,-11.2,149.3,633.8,5.5,6.04,69.74,visual
vis_sat_0_0,27540.0,-45.4,-9.1,750.1,7.18,8.03,63.64,visual
vis_sat_0_0,27860.0,-61.3,8.4,743.2,-12.82,14.3,53.97,visual
sar_sat_0_0,34080.0,66.2,-152.8,706.2,-7.23,8.03,,sar
sar_sat_0_0,34450.0,59.2,-106.3,746.8,12.52,13.97,,sar
vis_sat_0_1,39090.0,49.4,-111.6,760.2,12.27,13.72,,visual
vis_sat_0_1,39300.0,37.6,-105.7,757.4,-6.2,6.94,,visual
therm_sat_0_0,41170.0,59.2,133.8,678.6,-5.59,6.19,,thermal
therm_sat_0_0,41360.0,66.5,153.2,701.0,10.17,11.28,,thermal
therm_sat_0_0,43120.0,-5.5,-97.2,802.3,15.37,17.28,,thermal
therm_sat_0_0,43480.0,-26.4,-92.7,779.2,-11.45,12.84,81.96,thermal
sar_sat_0_0,45630.0,61.4,116.4,682.5,6.73,7.45,,sar
sar_sat_0_0,45910.0,66.5,153.2,700.1,-4.22,4.69,,sar
vis_sat_0_1,49590.0,38.4,71.8,652.9,-6.67,7.35,,visual
vis_sat_0_1,49660.0,42.0,74.6,658.6,-7.88,8.69,,visual
vis_sat_0_0,58120.0,-62.4,-33.8,696.3,-12.85,14.24,43.57,visual
vis_sat_0_0,58490.0,-45.4,-9.1,679.5,-15.27,16.87,48.67,visual
vis_sat_0_0,62260.0,0.3,179.0,783.9,9.98,11.2,,visual
vis_sat_0_0,62470.0,-12.0,-179.0,777.4,-8.09,9.07,,visual
sar_sat_0_0,63640.0,65.0,70.2,716.7,-13.75,15.28,,sar
sar_sat_0_0,63990.0,61.4,116.4,725.9,-7.05,7.85,,sar
vis_sat_0_1,75160.0,22.4,112.1,775.3,-9.15,10.26,,visual
vis_sat_0_1,75360.0,11.7,116.9,772.7,-5.33,5.98,,visual
therm_sat_0_0,77250.0,64.5,49.2,714.7,-4.07,4.52,,thermal
therm_sat_0_0,77480.0,58.4,75.0,758.4,15.11,16.89,,thermal
sar_sat_0_0,77960.0,-47.9,136.6,769.3,-14.52,16.25,66.25,sar
sar_sat_0_0,78000.0,-49.7,138.7,760.3,-12.74,14.25,64.54,sar
sar_sat_0_0,78160.0,-57.1,148.4,745.9,-11.6,12.94,58.35,sar
sar_sat_0_0,81160.0,57.9,-34.6,699.5,-14.61,16.19,,sar
sar_sat_0_0,81270.0,62.5,-25.0,686.2,-5.75,6.37,,sar
vis_sat_0_0,81610.0,-67.5,-163.5,700.0,-7.46,8.27,44.6,visual
vis_sat_0_0,81750.0,-65.0,-143.8,694.5,-9.91,10.98,43.28,visual
vis_sat_0_0,81920.0,-58.1,-127.9,671.0,-0.4,0.44,42.14,visual
