req_id,measurer,measurement,pos,t_start,t_end,t_corr,t_img,u_max,u_exp,u
91519372,img_0,OLI,"[3482.908540584254, 574.4451193532287, 5312.248447141211]",0.0,86400.0,86400,7740.0,100,30.347222222222225,10.11574074074074
9171af86,img_0,OLI,"[-1874.6226133346333, -3442.6184864988345, 5031.380593372817]",0.0,86400.0,86400,12770.0,100,28.406635802469136,9.468878600823045
915dbb84,img_0,OLI,"[-263.73122821841315, -2706.9256340583975, 5769.195967577946]",0.0,86400.0,86400,13060.0,100,28.29475308641975,9.431584362139915
9158aa0e,img_0,OLI,"[2288.252468143665, -3575.4894649867656, 4760.293939367692]",0.0,86400.0,86400,25700.0,100,23.418209876543212,7.806069958847737
91728366,img_0,OLI,"[3525.0876037092535, -5313.198019671906, -155.90654671181804]",0.0,86400.0,86400,32560.0,100,20.771604938271604,6.923868312757201
91657784,img_0,OLI,"[3498.8242200603954, -5327.204530756217, -244.4250927930792]",0.0,86400.0,86400,32570.0,100,20.767746913580247,6.922582304526749
91661cc0,img_0,OLI,"[3297.692376343519, -5442.20741441791, -433.85033230164714]",0.0,86400.0,86400,32580.0,100,20.76388888888889,6.921296296296296
91654ea8,img_0,OLI,"[-2849.8070058928665, 2687.1196156139604, 5033.7471988494135]",0.0,86400.0,86400,36450.0,100,19.270833333333332,6.423611111111111
917dad2c,img_0,OLI,"[-1591.0925024061492, -4269.796819221203, 4462.945488433972]",0.0,86400.0,86400,37700.0,100,18.78858024691358,6.262860082304526
91769d84,img_0,OLI,"[1023.8781830845031, 4590.759653442898, 4307.809412207338]",0.0,86400.0,86400,48120.0,100,14.768518518518519,4.922839506172839
91568abc,img_0,OLI,"[-55.547988737177064, 3676.4455296933547, 5211.64900482781]",0.0,86400.0,86400,48360.0,100,14.675925925925926,4.891975308641975
