stat_name,val
t_start,2020-01-01 00:00:00+00:00
t_end,2020-01-02 00:00:00+00:00
n_events,790
n_events_detected,26
n_events_obs,24
n_reqs_total,172
n_reqs_init,101
n_reqs_gen,71
n_obs_unique_max,459
n_obs_unique_pos,370
n_obs_unique,434
n_obs_co,124
n_obs,979
u_max,478.86098557946053
u_total,155.43413571384642
u_norm,0.3245913540560389
