routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.012,0.033,0.0,3018
__check_action_completion,0.0,0.002,0.0,3018
preplanner/update_percepts,0.001,0.005,0.0,3018
preplanner/needs_planning,0.0,0.0,0.0,3018
preplanner/calculate_access_times,0.17,0.0,0.17,1
preplanner/_schedule_observations,2.099,0.0,2.099,1
preplanner/is_observation_path_valid,0.002,0.0,0.002,1
preplanner/_schedule_broadcasts,67.832,0.0,67.832,1
preplanner/_schedule_maneuvers,0.838,0.0,0.838,1
preplanner/__schedule_periodic_replan,0.242,0.0,0.242,1
preplanner/generate_plan,71.253,0.0,71.253,1
replanner/needs_planning,0.0,0.001,0.0,3018
