GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,lat [deg],lon [deg]
226,2894,16.73,-99.653
226,4033,17.003,-100.244
227,610,18.272,-101.892
227,2894,16.73,-99.653
227,4033,17.003,-100.244
228,610,18.272,-101.892
228,2894,16.73,-99.653
228,4033,17.003,-100.244
229,610,18.272,-101.892
229,2175,19.623,-101.648
230,164,20.314,-102.794
230,856,19.99,-101.073
230,2175,19.623,-101.648
230,2681,19.957,-100.973
231,164,20.314,-102.794
231,856,19.99,-101.073
231,2175,19.623,-101.648
231,2681,19.957,-100.973
231,3655,20.272,-101.09
231,3960,20.052,-100.667
231,4866,20.004,-100.229
232,856,19.99,-101.073
232,2681,19.957,-100.973
232,3655,20.272,-101.09
232,3960,20.052,-100.667
232,4866,20.004,-100.229
233,3655,20.272,-101.09
233,4866,20.004,-100.229
235,4161,21.734,-98.153
236,1921,22.192,-97.851
236,2485,22.615,-98.691
236,2601,22.211,-98.04
236,2902,22.396,-98.125
236,3042,22.365,-98.027
236,4161,21.734,-98.153
236,4396,22.234,-97.908
237,1921,22.192,-97.851
237,2485,22.615,-98.691
237,2601,22.211,-98.04
237,2902,22.396,-98.125
237,3042,22.365,-98.027
237,4161,21.734,-98.153
237,4396,22.234,-97.908
238,1322,23.959,-98.666
238,1921,22.192,-97.851
238,2485,22.615,-98.691
238,2902,22.396,-98.125
238,3042,22.365,-98.027
238,4396,22.234,-97.908
239,1322,23.959,-98.666
240,1322,23.959,-98.666
240,3890,25.704,-99.275
240,4332,24.922,-97.789
241,1419,26.561,-99.168
241,3890,25.704,-99.275
241,4332,24.922,-97.789
241,4426,26.223,-98.915
242,1419,26.561,-99.168
242,2009,27.51,-100.615
242,3890,25.704,-99.275
242,4332,24.922,-97.789
242,4426,26.223,-98.915
242,4967,26.016,-97.274
243,1419,26.561,-99.168
243,2009,27.51,-100.615
243,4426,26.223,-98.915
243,4967,26.016,-97.274
244,2009,27.51,-100.615
244,2837,28.048,-97.869
244,4967,26.016,-97.274
245,2837,28.048,-97.869
245,3074,28.485,-98.245
246,2837,28.048,-97.869
246,3074,28.485,-98.245
247,3074,28.485,-98.245
248,2097,30.758,-98.416
248,3321,30.393,-97.906
248,3601,31.502,-99.669
249,2097,30.758,-98.416
249,3321,30.393,-97.906
249,3601,31.502,-99.669
249,3855,30.36,-95.565
249,3868,30.315,-96.524
249,3953,31.11,-97.474
249,4509,29.921,-95.133
250,691,29.837,-93.349
250,743,29.754,-93.895
250,813,30.633,-95.016
250,926,29.865,-92.843
250,2097,30.758,-98.416
250,2343,31.87,-97.37
250,2697,30.802,-95.156
250,2847,30.032,-93.364
250,3321,30.393,-97.906
250,3601,31.502,-99.669
250,3724,31.328,-96.33
250,3855,30.36,-95.565
250,3868,30.315,-96.524
250,3953,31.11,-97.474
250,4094,29.924,-93.405
250,4509,29.921,-95.133
251,453,31.065,-94.106
251,691,29.837,-93.349
251,743,29.754,-93.895
251,788,29.738,-92.387
251,813,30.633,-95.016
251,926,29.865,-92.843
251,1118,31.948,-96.103
251,2343,31.87,-97.37
251,2697,30.802,-95.156
251,2847,30.032,-93.364
251,3358,32.869,-98.429
251,3724,31.328,-96.33
251,3855,30.36,-95.565
251,3868,30.315,-96.524
251,3908,32.825,-98.962
251,3953,31.11,-97.474
251,4094,29.924,-93.405
251,4509,29.921,-95.133
252,277,31.175,-93.567
252,453,31.065,-94.106
252,691,29.837,-93.349
252,788,29.738,-92.387
252,813,30.633,-95.016
252,926,29.865,-92.843
252,1118,31.948,-96.103
252,1469,32.182,-96.073
252,2110,32.803,-96.502
252,2343,31.87,-97.37
252,2532,33.07,-96.97
252,2697,30.802,-95.156
252,2847,30.032,-93.364
252,3358,32.869,-98.429
252,3596,32.148,-95.473
252,3724,31.328,-96.33
252,3908,32.825,-98.962
252,4094,29.924,-93.405
252,4218,33.222,-97.833
253,277,31.175,-93.567
253,453,31.065,-94.106
253,788,29.738,-92.387
253,1118,31.948,-96.103
253,1258,32.815,-95.915
253,1469,32.182,-96.073
253,1824,32.811,-95.532
253,2110,32.803,-96.502
253,2419,33.356,-97.052
253,2431,33.033,-96.47
253,2532,33.07,-96.97
253,2666,31.481,-92.116
253,3358,32.869,-98.429
253,3596,32.148,-95.473
253,3905,33.763,-98.36
253,3908,32.825,-98.962
253,4218,33.222,-97.833
253,4518,34.24,-98.056
254,277,31.175,-93.567
254,670,33.823,-96.573
254,1258,32.815,-95.915
254,1469,32.182,-96.073
254,1824,32.811,-95.532
254,2110,32.803,-96.502
254,2376,32.752,-94.506
254,2419,33.356,-97.052
254,2431,33.033,-96.47
254,2532,33.07,-96.97
254,2666,31.481,-92.116
254,2786,32.707,-93.916
254,3596,32.148,-95.473
254,3905,33.763,-98.36
254,4181,33.327,-95.627
254,4218,33.222,-97.833
254,4321,33.073,-95.003
254,4518,34.24,-98.056
255,670,33.823,-96.573
255,1258,32.815,-95.915
255,1823,33.695,-93.966
255,1824,32.811,-95.532
255,2002,33.306,-94.162
255,2376,32.752,-94.506
255,2419,33.356,-97.052
255,2431,33.033,-96.47
255,2666,31.481,-92.116
255,2786,32.707,-93.916
255,3112,34.148,-94.684
255,3538,34.011,-95.383
255,3609,32.709,-92.341
255,3905,33.763,-98.36
255,4181,33.327,-95.627
255,4321,33.073,-95.003
255,4518,34.24,-98.056
256,670,33.823,-96.573
256,1823,33.695,-93.966
256,2002,33.306,-94.162
256,2786,32.707,-93.916
256,3112,34.148,-94.684
256,3206,34.631,-95.352
256,3538,34.011,-95.383
256,3609,32.709,-92.341
256,4181,33.327,-95.627
256,4321,33.073,-95.003
257,484,35.308,-95.358
257,1206,34.574,-93.195
257,1272,35.346,-94.779
257,1823,33.695,-93.966
257,2120,36.152,-96.256
257,3112,34.148,-94.684
257,3206,34.631,-95.352
257,3474,35.595,-95.037
257,3538,34.011,-95.383
257,3609,32.709,-92.341
257,3732,34.216,-93.11
258,484,35.308,-95.358
258,1206,34.574,-93.195
258,1272,35.346,-94.779
258,1510,36.424,-95.679
258,1598,33.815,-89.769
258,1803,35.252,-93.173
258,2120,36.152,-96.256
258,2465,35.871,-95.232
258,2862,36.702,-96.927
258,3206,34.631,-95.352
258,3474,35.595,-95.037
258,3732,34.216,-93.11
258,4816,34.856,-92.49
258,4821,36.35,-96.09
259,484,35.308,-95.358
259,1206,34.574,-93.195
259,1272,35.346,-94.779
259,1460,34.407,-89.793
259,1463,35.521,-91.993
259,1510,36.424,-95.679
259,1683,36.47,-95.04
259,1803,35.252,-93.173
259,2120,36.152,-96.256
259,2327,36.423,-93.849
259,2465,35.871,-95.232
259,2844,34.152,-89.904
259,2862,36.702,-96.927
259,3474,35.595,-95.037
259,3732,34.216,-93.11
259,4274,34.756,-90.123
259,4360,36.64,-94.813
259,4816,34.856,-92.49
259,4821,36.35,-96.09
260,1137,36.365,-92.573
260,1460,34.407,-89.793
260,1463,35.521,-91.993
260,1468,36.598,-93.312
260,1510,36.424,-95.679
260,1683,36.47,-95.04
260,1803,35.252,-93.173
260,2126,36.252,-92.238
260,2327,36.423,-93.849
260,2465,35.871,-95.232
260,2844,34.152,-89.904
260,2862,36.702,-96.927
260,4274,34.756,-90.123
260,4360,36.64,-94.813
260,4816,34.856,-92.49
260,4821,36.35,-96.09
261,1137,36.365,-92.573
261,1460,34.407,-89.793
261,1463,35.521,-91.993
261,1468,36.598,-93.312
261,1683,36.47,-95.04
261,1778,37.69,-93.769
261,2126,36.252,-92.238
261,2327,36.423,-93.849
261,2844,34.152,-89.904
261,4274,34.756,-90.123
261,4360,36.64,-94.813
262,950,38.265,-93.406
262,1137,36.365,-92.573
262,1468,36.598,-93.312
262,1778,37.69,-93.769
262,2126,36.252,-92.238
262,4204,39.112,-95.432
263,950,38.265,-93.406
263,1006,38.206,-92.627
263,1778,37.69,-93.769
263,4204,39.112,-95.432
264,295,37.01,-88.269
264,697,37.019,-88.219
264,950,38.265,-93.406
264,1006,38.206,-92.627
264,2426,37.169,-88.427
264,4204,39.112,-95.432
265,295,37.01,-88.269
265,697,37.019,-88.219
265,1006,38.206,-92.627
265,1863,38.62,-89.351
265,2281,38.037,-88.969
265,2426,37.169,-88.427
265,2853,39.526,-91.648
266,295,37.01,-88.269
266,697,37.019,-88.219
266,1863,38.62,-89.351
266,2281,38.037,-88.969
266,2426,37.169,-88.427
266,2853,39.526,-91.648
266,3363,40.832,-92.881
267,1863,38.62,-89.351
267,2281,38.037,-88.969
267,2840,41.37,-92.982
267,2853,39.526,-91.648
267,3363,40.832,-92.881
267,4026,39.411,-88.777
268,2815,40.691,-89.58
268,2840,41.37,-92.982
268,3363,40.832,-92.881
268,4026,39.411,-88.777
268,4203,39.008,-86.5
269,2815,40.691,-89.58
269,2840,41.37,-92.982
269,4026,39.411,-88.777
269,4203,39.008,-86.5
270,2815,40.691,-89.58
270,4203,39.008,-86.5
272,3854,42.832,-89.001
272,4101,43.087,-89.378
273,1836,44.058,-90.019
273,3229,43.865,-89.961
273,3854,42.832,-89.001
273,4101,43.087,-89.378
274,257,44.185,-88.455
274,1836,44.058,-90.019
274,3229,43.865,-89.961
274,3854,42.832,-89.001
274,4101,43.087,-89.378
275,257,44.185,-88.455
275,1836,44.058,-90.019
275,3015,45.891,-91.072
275,3229,43.865,-89.961
276,257,44.185,-88.455
276,2781,46.069,-90.226
276,3015,45.891,-91.072
276,4273,44.637,-86.149
277,2102,44.398,-84.785
277,2247,44.853,-85.322
277,2781,46.069,-90.226
277,3015,45.891,-91.072
277,3235,46.586,-89.549
277,3899,44.898,-85.408
277,4150,44.436,-84.673
277,4273,44.637,-86.149
278,2102,44.398,-84.785
278,2247,44.853,-85.322
278,2405,45.41,-84.624
278,2436,45.318,-85.256
278,2474,45.576,-84.487
278,2781,46.069,-90.226
278,3235,46.586,-89.549
278,3569,47.027,-88.478
278,3899,44.898,-85.408
278,4065,46.247,-85.851
278,4109,45.551,-84.393
278,4150,44.436,-84.673
278,4273,44.637,-86.149
278,4820,44.856,-83.597
278,4854,45.993,-86.29
279,2,45.823,-84.754
279,2102,44.398,-84.785
279,2247,44.853,-85.322
279,2405,45.41,-84.624
279,2436,45.318,-85.256
279,2474,45.576,-84.487
279,3235,46.586,-89.549
279,3569,47.027,-88.478
279,3899,44.898,-85.408
279,4065,46.247,-85.851
