routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.001,0.0,252
__check_action_completion,0.0,0.0,0.0,252
preplanner/__get_new_requests,0.0,0.0,0.0,252
preplanner/__update_performed_requests,0.0,0.0,0.0,252
preplanner/_update_access_times,0.005,0.072,0.0,252
preplanner/needs_planning,0.0,0.0,0.0,252
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,22.157,0.0,22.157,1
preplanner/_schedule_broadcasts,0.0,0.0,0.0,2
preplanner/_schedule_maneuvers,1.361,0.0,1.361,1
preplanner/__schedule_periodic_replan,0.067,0.0,0.067,1
preplanner/generate_plan,23.652,0.0,23.652,1
replanner/__get_new_requests,0.0,0.0,0.0,252
replanner/__update_performed_requests,0.0,0.0,0.0,252
replanner/_update_access_times,0.009,0.079,0.0,252
replanner/_schedule_measurements,3.617,4.276,1.795,7
replanner/_schedule_broadcasts,0.0,0.0,0.0,14
replanner/_schedule_maneuvers,0.837,0.055,0.822,7
