plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0.0,fd64d404,0,30.465,0.111
0,0.0,fd64d42a,0,91.396,0.111
0,0.0,fd64d414,0,152.327,0.111
0,0.0,fd64d3f0,0,182.792,0.111
0,0.0,fd64d3ed,0,243.723,0.111
0,0.0,fd64d413,0,274.188,0.111
0,0.0,fd64d41c,0,4813.523,0.105
0,0.0,fd64d40c,0,4874.454,0.105
0,0.0,fd64d426,0,4965.85,0.105
0,0.0,fd64d41f,0,5118.177,0.105
0,0.0,fd64d400,0,5757.949,0.104
0,0.0,fd64d446,0,5788.414,0.104
0,0.0,fd64d440,0,6032.137,0.103
0,0.0,fd64d3f7,0,10906.591,0.097
0,0.0,fd64d437,0,10937.056,0.097
0,0.0,fd64d435,0,10997.987,0.097
0,0.0,fd64d401,0,11028.452,0.097
0,0.0,fd64d445,0,11089.383,0.097
0,0.0,fd64d417,0,11119.848,0.097
0,0.0,fd64d409,0,11211.244,0.097
0,0.0,fd64d43a,0,12825.907,0.095
0,0.0,fd64d430,0,12856.373,0.095
0,0.0,fd64d3e9,0,12917.303,0.094
0,0.0,fd64d405,0,12978.234,0.094
0,0.0,fd64d44a,0,13008.699,0.094
0,0.0,fd64d3fd,0,13069.63,0.094
0,0.0,fd64d3eb,0,13100.095,0.094
0,0.0,fd64d441,0,13130.561,0.094
0,0.0,fd64d403,0,13191.491,0.094
0,0.0,fd64d3fc,0,18614.321,0.087
0,0.0,fd64d428,0,22788.073,0.082
0,0.0,fd64d423,0,23610.637,0.081
0,0.0,fd64d3fe,0,23671.567,0.081
0,0.0,fd64d42f,0,29581.843,0.073
0,0.0,fd64d43e,0,29642.774,0.073
0,0.0,fd64d448,0,29673.239,0.073
0,0.0,fd64d3ee,0,29764.635,0.073
0,0.0,fd64d432,0,30648.13,0.072
0,0.0,fd64d406,0,35553.049,0.065
0,0.0,fd64d42d,0,35583.515,0.065
0,0.0,fd64d40b,0,35613.98,0.065
0,0.0,fd64d3f5,0,36802.128,0.064
0,0.0,fd64d439,0,36863.059,0.064
0,0.0,fd64d3fb,0,37076.316,0.063
0,0.0,fd64d43f,0,40366.573,0.059
0,0.0,fd64d43b,0,40488.434,0.059
0,0.0,fd64d3f9,0,41707.047,0.057
0,0.0,fd64d449,0,43352.176,0.055
0,0.0,fd64d416,0,46337.779,0.052
0,0.0,fd64d425,0,46398.709,0.051
0,0.0,fd64d3ea,0,46429.175,0.051
0,0.0,fd64d40a,0,46490.106,0.051
0,0.0,fd64d43c,0,46611.967,0.051
0,0.0,fd64d420,0,52156.658,0.044
0,0.0,fd64d442,0,52369.916,0.044
0,0.0,fd64d434,0,57244.37,0.037
0,0.0,fd64d438,0,58127.865,0.036
0,0.0,fd64d43d,0,58645.775,0.036
0,0.0,fd64d41b,0,64281.863,0.028
0,0.0,fd64d3f1,0,64312.328,0.028
0,0.0,fd64d40d,0,64342.793,0.028
