stat_name,val
Simulation Start Date,2020-01-01 00:00:00+00:00
Simulation End Date,2020-01-02 00:00:00+00:00
GPs Observed,2739
Observations,7980
Events,1000
Events Detected,99
Unique Event Observations,99
Total Event Observations,137
Events Co-observed,29
Events Partially Co-observed,0
Events Fully Co-observed,29
Total Event Co-observations,38
Total Runtime [s],1922.368
