Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
30,165,,-60.1,-152.4,687.7,9.59,10.62,41.91
131,443,,-8.7,-109.4,630.1,0.48,0.52,73.13
133,448,,-7.6,-109.0,629.8,0.31,0.35,73.98
475,390,,-17.9,66.9,771.7,-6.21,6.96,86.68
557,173,,-58.7,101.1,725.6,1.25,1.4,53.23
588,140,,-66.0,137.7,709.3,7.4,8.22,44.56
846,816,,57.3,-95.0,671.0,2.35,2.59,nan
851,826,,59.5,-91.2,675.9,4.23,4.68,nan
933,787,,52.9,3.1,754.6,-12.9,14.42,nan
1477,859,,65.5,-74.5,719.5,-13.27,14.75,nan
1533,774,,50.3,-16.5,740.8,-4.76,5.32,nan
1545,751,,45.5,-8.5,761.2,11.13,12.45,nan
1571,671,,30.9,-2.1,764.9,-7.21,8.07,nan
1576,659,,28.7,0.3,760.4,1.32,1.47,nan
1663,388,,-18.3,19.2,776.6,8.93,10.02,84.97
1710,263,,-44.0,30.9,751.1,-6.18,6.91,66.28
1764,142,,-65.1,73.8,710.9,2.79,3.11,47.3
1869,316,,-32.0,166.9,648.3,-8.02,8.83,56.65
1883,360,,-23.6,169.3,639.0,5.22,5.74,60.88
2055,850,,64.1,-120.0,697.2,-9.27,10.28,nan
2162,681,,32.8,-25.7,766.0,8.14,9.12,nan
2273,338,,-28.3,-3.4,764.2,-5.38,6.02,78.89
2372,124,,-68.1,70.5,710.5,-9.93,11.03,45.62
2427,237,,-49.0,125.7,681.2,13.7,15.15,44.39
2525,515,,4.4,154.3,641.5,10.67,11.74,81.39
2550,598,,18.1,160.7,633.6,-1.63,1.79,nan
2622,810,,56.8,-173.4,686.2,12.34,13.65,nan
2649,856,,65.0,-144.3,688.7,-2.57,2.85,nan
3000,166,,-60.0,90.9,695.6,-13.94,15.45,44.33
3018,230,,-49.9,99.6,683.7,14.1,15.6,43.8
3641,295,,-35.8,90.3,656.5,-10.55,11.63,53.95
3642,302,,-34.3,88.3,655.3,10.23,11.28,52.46
3737,606,,19.3,109.7,649.5,12.11,13.33,nan
3812,819,,57.6,141.9,672.0,-1.78,1.97,nan
3926,720,,39.4,-107.7,765.1,-10.62,11.89,nan
3972,571,,15.2,-94.7,771.7,-5.55,6.22,nan
4243,323,,-31.1,68.5,666.3,-15.3,16.88,57.2
4314,550,,10.3,81.4,645.3,11.79,12.97,85.28
4572,559,,12.0,-116.9,774.3,6.31,7.08,nan
4659,292,,-36.1,-99.7,764.4,-8.9,9.97,73.93
4687,235,,-49.3,-86.7,741.9,5.13,5.72,61.35
4744,136,,-66.4,-28.8,701.7,5.45,6.05,44.05
4809,263,,-44.0,30.9,673.8,13.43,14.84,46.11
4833,311,,-32.5,42.4,657.5,-12.11,13.34,55.72
4850,362,,-22.9,46.5,644.3,-9.19,10.12,61.76
4950,694,,34.6,66.4,668.9,15.04,16.6,nan
4978,765,,48.4,79.5,659.9,-3.16,3.49,nan
5097,759,,46.9,-163.6,753.1,-9.22,10.3,nan
5133,662,,29.3,-148.8,767.8,7.63,8.54,nan
5150,604,,19.1,-147.2,788.2,-12.91,14.49,nan
5157,574,,15.8,-144.6,769.3,-3.66,4.1,nan
5658,837,,61.2,150.3,721.8,-2.19,2.44,nan
5741,620,,21.2,-170.1,774.0,8.13,9.11,nan
5895,174,,-58.6,-121.1,733.9,9.09,10.13,53.17
5985,228,,-50.0,-21.4,662.1,-5.17,5.7,45.42
6017,303,,-33.7,-7.7,668.2,-15.3,16.88,54.94
6103,576,,16.1,8.5,651.2,13.18,14.52,89.1
6183,809,,56.7,42.5,681.5,-9.36,10.35,nan
6216,871,,68.4,78.5,722.8,14.99,16.67,nan
6796,863,,65.9,34.7,711.7,14.68,16.3,nan
7109,134,,-66.9,-138.9,703.2,-1.69,1.88,46.34
7151,171,,-58.7,-85.3,672.1,-0.37,0.4,42.25
7228,382,,-19.2,-52.2,636.9,-5.85,6.43,63.08
7342,749,,45.1,-25.3,660.9,7.65,8.44,nan
7495,690,,34.0,107.4,756.9,-2.16,2.42,nan
7605,352,,-26.3,130.1,780.1,-11.77,13.2,83.29
7702,130,,-67.5,-163.9,708.7,-7.05,7.83,46.92
7764,231,,-49.8,-96.3,660.6,-3.96,4.37,44.88
8035,829,,59.7,56.2,726.4,3.2,3.57,nan
8183,394,,-17.7,102.8,767.5,-2.96,3.32,89.43
8205,332,,-29.8,107.5,765.3,-6.93,7.76,80.04
8265,167,,-59.7,134.8,739.1,-10.77,12.01,56.14
8275,160,,-61.1,147.5,739.3,13.22,14.74,50.5
8285,145,,-64.7,158.1,712.6,4.53,5.04,48.33
8311,130,,-67.5,-163.9,707.0,-11.7,12.99,44.53
8395,330,,-30.0,-106.2,653.4,-11.32,12.47,55.89
8557,827,,59.5,-58.9,698.3,14.6,16.19,nan
