Satellite states are in CARTESIAN_EARTH_CENTERED_INERTIAL (equatorial-plane) frame.
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 0.1
time index,x [km],y [km],z [km],vx [km/s],vy [km/s],vz [km/s]
0,1740.9504414694104,2421.757767767851,-6404.587714300904,-4.1617302743358495,6.131292939628396,1.2686681303455996
1,1699.2705641878272,2482.891948543215,-6391.546072188436,-4.181132678040545,6.103606644955439,1.3409608198515892
2,1657.3994217222585,2543.7461477362003,-6377.782511933322,-4.200069147227068,6.075222377780355,1.413124667668908
3,1615.3416816901408,2604.3134040846912,-6363.298362681075,-4.218537244442724,6.04614292358276,1.4851513874499844
4,1573.1020357788082,2664.5867845594503,-6348.095036371589,-4.236534583216112,6.016371151537842,1.5570326983400584
5,1530.685199234056,2724.5593851998283,-6332.174027679241,-4.254058828467958,5.985910014379261,1.628760325983148
6,1488.095910344664,2784.224331947977,-6315.5369139429,-4.27110769691708,5.954762548250395,1.7003260035318637
7,1445.3389299227622,2843.574781481735,-6298.185355085827,-4.287678957481428,5.922931872543693,1.7717214726611417
8,1402.4190407803517,2902.603922045635,-6280.121093525417,-4.303770431673969,5.890421189728222,1.8429384845854606
9,1359.3410472018097,2961.3049742802687,-6261.345954072769,-4.319379993993445,5.85723378516524,1.9139688010796228
10,1316.1097744125946,3019.671192049649,-6241.861843822048,-4.334505572309811,5.823373026911735,1.9848041955028417
11,1272.7300680440405,3077.695863266661,-6221.670752029547,-4.349145148244246,5.788842365511927,2.0554364538260512
12,1229.2067935944824,3135.37231071626,-6200.774749982526,-4.36329675754366,5.753645333776587,2.125857375662207
13,1185.544835886584,3192.6938928765094,-6179.175990857698,-4.3769584904495575,5.717785546550186,2.1960587752994973
14,1141.749098521075,3249.654004737141,-6156.8767095693875,-4.390128492061182,5.681266700465737,2.2660324827372746
15,1097.824503326848,3306.246078615694,-6133.879222607326,-4.402804962692778,5.644092573687377,2.335770344724582
16,1053.775989807557,3362.4635849709334,-6110.185927864037,-4.414986158224906,5.60626702564055,2.4052642258009844
17,1009.6085145847193,3418.3000332135784,-6085.799304451849,-4.426670390449696,5.567793996729757,2.4745060093397706
18,965.3270508373799,3473.7489725141413,-6060.721912509408,-4.437856027409914,5.528677508043853,2.5434875985931247
19,920.9365877384599,3528.803992607744,-6034.956392997787,-4.448541493731734,5.488921661048845,2.6122009177392513
20,876.4421298878261,3583.4587245957764,-6008.505467486109,-4.458725270951117,5.448530637268137,2.6806379129311577
21,831.8486967420635,3637.7068417443834,-5981.37193792666,-4.468405897833706,5.407508697950122,2.748790553347108
22,787.1613220411333,3691.5420602795307,-5953.5586864194875,-4.47758197068808,5.365860183723223,2.8166508322423693
23,742.385053232032,3744.9581401784294,-5925.0686749665765,-4.486252143672311,5.323589514238257,2.8842107680020987
24,697.5249508891646,3797.948885957657,-5895.9049452153085,-4.494415129093692,5.2807011877980266,2.9514624051954477
25,652.5860881320932,3850.508147457096,-5866.070618191606,-4.502069697701548,5.237199780974317,3.018397815630232
26,607.5735500401427,3902.6298206203182,-5835.568894022355,-4.509214678972981,5.1930899482120525,3.085009099408453
27,562.4924330642709,3954.3078482708247,-5804.403051647339,-4.515848961391524,5.1483764214206875,3.151288385982241
28,517.3478444362349,4005.5362208841107,-5772.576448520642,-4.521971492718535,5.103064009552896,3.21722783520995
