id,type,x_pos,y_pos,z_pos,s_max,measurements,t_start,t_end,t_corr
72affae6,GROUND_POINT,3482.908540584254,574.4451193532287,5312.248447141211,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",0.0,86400.0,86400
72b06e5e,GROUND_POINT,3482.908540584254,574.4451193532287,5312.248447141211,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",864000.0,950400.0,86400
72b0a7d4,GROUND_POINT,3482.908540584254,574.4451193532287,5312.248447141211,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1728000.0,1814400.0,86400
72b0d3ee,GROUND_POINT,2524.6747429966354,-4896.0954086605125,-3214.7923498642945,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",518400.0,604800.0,86400
72b0ffe0,GROUND_POINT,2524.6747429966354,-4896.0954086605125,-3214.7923498642945,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1382400.0,1468800.0,86400
72b12bd2,GROUND_POINT,2524.6747429966354,-4896.0954086605125,-3214.7923498642945,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",2246400.0,2332800.0,86400
72b16138,GROUND_POINT,3875.6262501875735,3111.7306672541977,3997.1585013237154,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",259200.0,345600.0,86400
72b1a0bc,GROUND_POINT,3875.6262501875735,3111.7306672541977,3997.1585013237154,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1123200.0,1209600.0,86400
72b1cc54,GROUND_POINT,3875.6262501875735,3111.7306672541977,3997.1585013237154,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1987200.0,2073600.0,86400
72b1f6ca,GROUND_POINT,-1919.7906582480346,3700.5223896734515,4827.127565478953,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1382400.0,1468800.0,86400
72b22154,GROUND_POINT,-1919.7906582480346,3700.5223896734515,4827.127565478953,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",2246400.0,2332800.0,86400
72b24b84,GROUND_POINT,-2522.6327713921232,3706.9238838638657,4536.040330653578,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",777600.0,864000.0,86400
72b27604,GROUND_POINT,-2522.6327713921232,3706.9238838638657,4536.040330653578,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1641600.0,1728000.0,86400
72b2a0fc,GROUND_POINT,-2522.6327713921232,3706.9238838638657,4536.040330653578,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",2505600.0,2592000.0,86400
72b2d0ae,GROUND_POINT,868.2140589509411,-2533.5909443788805,5788.587386900102,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",2246400.0,2332800.0,86400
72b2fd86,GROUND_POINT,-1237.689134451792,-3457.7630728481276,5214.654619424526,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",604800.0,691200.0,86400
72b32842,GROUND_POINT,-1237.689134451792,-3457.7630728481276,5214.654619424526,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1468800.0,1555200.0,86400
72b352e0,GROUND_POINT,-1237.689134451792,-3457.7630728481276,5214.654619424526,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",2332800.0,2419200.0,86400
72b38350,GROUND_POINT,-243.15193555813926,4263.23216306525,4737.758048003087,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",777600.0,864000.0,86400
72b3ad26,GROUND_POINT,3181.424272992813,-5513.671998327391,-398.22525215043555,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1468800.0,1555200.0,86400
72b3ddfa,GROUND_POINT,3181.424272992813,-5513.671998327391,-398.22525215043555,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",2332800.0,2419200.0,86400
72b41248,GROUND_POINT,-2983.7162488107874,-884.7093614875361,5567.346706794583,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",86400.0,172800.0,86400
72b43c46,GROUND_POINT,-2983.7162488107874,-884.7093614875361,5567.346706794583,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",864000.0,950400.0,86400
72b4663a,GROUND_POINT,-2983.7162488107874,-884.7093614875361,5567.346706794583,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1728000.0,1814400.0,86400
72b49092,GROUND_POINT,-590.0327515910049,-3790.412629091766,5095.611456405334,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",172800.0,259200.0,86400
72b4ba5e,GROUND_POINT,-590.0327515910049,-3790.412629091766,5095.611456405334,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1036800.0,1123200.0,86400
72b4e466,GROUND_POINT,-590.0327515910049,-3790.412629091766,5095.611456405334,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1900800.0,1987200.0,86400
72b50fea,GROUND_POINT,-55.547988737177064,3676.4455296933547,5211.64900482781,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",0.0,86400.0,86400
72b53aec,GROUND_POINT,-55.547988737177064,3676.4455296933547,5211.64900482781,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",777600.0,864000.0,86400
72b5645e,GROUND_POINT,-55.547988737177064,3676.4455296933547,5211.64900482781,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1641600.0,1728000.0,86400
72b58e0c,GROUND_POINT,-55.547988737177064,3676.4455296933547,5211.64900482781,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",2505600.0,2592000.0,86400
72b5b7ec,GROUND_POINT,3242.694748461675,4017.413315023645,3745.122652991155,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",518400.0,604800.0,86400
72b5e56e,GROUND_POINT,3242.694748461675,4017.413315023645,3745.122652991155,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1296000.0,1382400.0,86400
72b61034,GROUND_POINT,3242.694748461675,4017.413315023645,3745.122652991155,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",2160000.0,2246400.0,86400
72b63d84,GROUND_POINT,-576.1387923390536,-2861.092547609693,5671.228807529464,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",432000.0,518400.0,86400
72b66e3a,GROUND_POINT,-576.1387923390536,-2861.092547609693,5671.228807529464,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1296000.0,1382400.0,86400
72b698a6,GROUND_POINT,-576.1387923390536,-2861.092547609693,5671.228807529464,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",2160000.0,2246400.0,86400
72b6c240,GROUND_POINT,-353.582974451891,-2829.5061483933646,5705.216621457907,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",691200.0,777600.0,86400
72b6ec16,GROUND_POINT,-353.582974451891,-2829.5061483933646,5705.216621457907,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",1555200.0,1641600.0,86400
72b71592,GROUND_POINT,-353.582974451891,-2829.5061483933646,5705.216621457907,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",2419200.0,2505600.0,86400
72b73f2c,GROUND_POINT,2288.252468143665,-3575.4894649867656,4760.293939367692,100,"['OLI', 'Imaging SAR', 'ThermalCamera']",0.0,86400.0,86400
