routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.009,0.0,2199
update_state,0.0,0.0,0.0,2199
sense_environment,0.84,0.444,0.861,2198
update_state_environment,0.003,0.009,0.0,2198
get_environment_broadcasts,0.0,0.002,0.0,2198
get_agent_broadcasts,0.0,0.004,0.0,2198
sense,0.846,0.447,0.865,2198
think,0.256,0.329,0.07,2198
perform_wait_for_messages,0.575,0.516,0.456,2167
do,0.576,0.514,0.458,2198
perform_state_change,0.838,0.462,0.909,33
perform_observation,0.612,0.413,0.609,31
perform_broadcast,0.0,0.0,0.0,1
