stat_name,val
t_start,2020-01-01 00:00:00+00:00
t_end,2020-01-02 00:00:00+00:00
n_events,790
n_events_detected,0
n_events_obs,0
n_reqs_total,19
n_reqs_init,19
n_reqs_gen,0
n_obs_unique_max,57
n_obs_unique_pos,10
n_obs_unique,10
n_obs_co,0
n_obs,10
u_max,19.0
u_total,0.7525086972205594
u_norm,0.03960572090634523
t_runtime,192.05845210000007
