routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.002,0.016,0.0,2794
__check_action_completion,0.002,0.014,0.0,2794
replanner/__get_new_requests,0.0,0.0,0.0,2794
replanner/__update_performed_requests,0.0,0.005,0.0,2794
replanner/_update_access_times,0.077,0.97,0.0,2794
replanner/update_percepts,0.207,1.003,0.001,2794
replanner/compile_external_plan_bids,0.0,0.001,0.0,2794
replanner/compile_new_measurement_request_bids,0.005,0.053,0.0,2794
replanner/check_request_completion,0.0,0.002,0.0,2794
replanner/check_request_end_time,0.0,0.004,0.0,2794
replanner/compare_bids,0.13,0.277,0.017,2794
replanner/consensus_phase,0.131,0.277,0.017,2794
replanner/needs_planning,0.604,0.616,0.392,2794
replanner/_get_available_requests,0.828,0.651,0.655,751
replanner/calc_imaging_time,0.032,0.072,0.044,110846
replanner/planning_phase,17.33,328.508,2.3,570
replanner/_schedule_measurements,0.04,0.076,0.005,1026
replanner/_schedule_broadcasts,0.17,0.266,0.044,1026
replanner/_schedule_maneuvers,0.362,0.525,0.104,1026
replanner/_schedule_waits,0.0,0.0,0.0,1026
replanner/_plan_from_path,0.576,0.646,0.318,1026
replanner/generate_plan,10.615,244.979,1.951,1026
