t_update,grid_index,GP index,lat [deg],log [deg],instrument,reward,n_observations,n_events
670.0,0,7462,37.7894280817998,-84.83246998530213,visual,1.0,1,0
670.0,0,7462,37.7894280817998,-84.83246998530213,visual,1.3722222222222222,0,0
690.0,0,7492,39.281487711582926,-85.07572595543428,visual,1.0,1,0
690.0,0,7492,39.281487711582926,-85.07572595543428,visual,1.3833333333333333,0,0
700.0,0,7400,39.93215105315895,-84.28757215509513,visual,1.0,1,0
700.0,0,7400,39.93215105315895,-84.28757215509513,visual,1.3888888888888888,0,0
710.0,0,7448,39.9657764741687,-82.90279244497007,visual,1.0,1,0
710.0,0,7448,39.9657764741687,-82.90279244497007,visual,1.3944444444444444,0,0
720.0,0,7436,40.85055168047512,-83.18160402623131,visual,1.0,1,0
720.0,0,7436,40.85055168047512,-83.18160402623131,visual,1.4,0,0
730.0,0,7487,41.22615469872204,-82.74533774388068,visual,1.0,1,0
730.0,0,7487,41.22615469872204,-82.74533774388068,visual,1.4055555555555554,0,0
740.0,0,7490,42.059508291561166,-83.39061090808944,visual,1.0,1,0
740.0,0,7490,42.059508291561166,-83.39061090808944,visual,1.411111111111111,0,0
830.0,0,2711,-43.719,102.091,sar,1.0,1,0
830.0,0,2711,-43.719,102.091,sar,1.4611111111111112,0,0
850.0,0,2771,-44.535,104.319,sar,1.0,1,0
850.0,0,2771,-44.535,104.319,sar,1.4722222222222223,0,0
860.0,0,2736,-44.871,104.109,sar,1.0,1,0
860.0,0,2736,-44.871,104.109,sar,1.4777777777777779,0,0
870.0,0,2779,-45.491,103.918,sar,1.0,1,0
870.0,0,2779,-45.491,103.918,sar,1.4833333333333334,0,0
880.0,0,2751,-46.114,104.787,sar,1.0,1,0
880.0,0,2751,-46.114,104.787,sar,1.488888888888889,0,0
890.0,0,2785,-46.383,104.975,sar,1.0,1,0
890.0,0,2785,-46.383,104.975,sar,1.4944444444444445,0,0
900.0,0,2788,-46.652,106.007,sar,1.0,1,0
900.0,0,2788,-46.652,106.007,sar,1.5,0,0
910.0,0,2755,-47.251,106.122,sar,1.0,1,0
910.0,0,2755,-47.251,106.122,sar,1.5055555555555555,0,0
990.0,0,6326,27.02,61.164,thermal,1.0,1,0
990.0,0,6326,27.02,61.164,thermal,1.55,0,0
1000.0,0,3184,-25.48699273239055,-117.65123896854094,visual,1.0,1,0
1000.0,0,3184,-25.48699273239055,-117.65123896854094,visual,1.5555555555555556,0,0
1000.0,0,6399,26.656,62.212,thermal,1.0,1,0
1000.0,0,6399,26.656,62.212,thermal,1.5555555555555556,0,0
1010.0,0,3196,-25.6619768687474,-116.561966098167,visual,1.0,1,0
1010.0,0,3196,-25.6619768687474,-116.561966098167,visual,1.5611111111111111,0,0
1010.0,0,6335,25.941,61.989,thermal,1.0,1,0
1010.0,0,6335,25.941,61.989,thermal,1.5611111111111111,0,0
1020.0,0,3153,-24.552116987199,-116.7188032265718,visual,1.0,1,0
1020.0,0,3153,-24.552116987199,-116.7188032265718,visual,1.5666666666666667,0,0
1020.0,0,6391,26.088,62.542,thermal,1.0,1,0
1020.0,0,6391,26.088,62.542,thermal,1.5666666666666667,0,0
1030.0,0,3110,-24.209407517425696,-116.84390213687227,visual,1.0,1,0
1030.0,0,3110,-24.209407517425696,-116.84390213687227,visual,1.5722222222222222,0,0
1030.0,0,6307,25.712,63.131,thermal,1.0,1,0
1030.0,0,6307,25.712,63.131,thermal,1.5722222222222222,0,0
1040.0,0,3152,-23.6106761780022,-116.47405248544072,visual,1.0,1,0
1040.0,0,3152,-23.6106761780022,-116.47405248544072,visual,1.5777777777777777,0,0
1040.0,0,6371,25.416,63.935,thermal,1.0,1,0
1040.0,0,6371,25.416,63.935,thermal,1.5777777777777777,0,0
1050.0,0,3135,-22.839167063429446,-116.84907198981928,visual,1.0,1,0
1050.0,0,3135,-22.839167063429446,-116.84907198981928,visual,1.5833333333333335,0,0
1050.0,0,6302,24.74,64.7,thermal,1.0,1,0
1050.0,0,6302,24.74,64.7,thermal,1.5833333333333335,0,0
1060.0,0,6300,24.873,65.635,thermal,1.0,1,0
1060.0,0,6300,24.873,65.635,thermal,1.588888888888889,0,0
1070.0,0,3181,-21.91155892498125,-115.31388762680916,visual,1.0,1,0
1070.0,0,3181,-21.91155892498125,-115.31388762680916,visual,1.5944444444444446,0,0
1140.0,0,8473,58.92253082473065,-55.231237975740086,visual,1.0,1,0
1140.0,0,8473,58.92253082473065,-55.231237975740086,visual,1.6333333333333333,0,0
1150.0,0,8498,59.50635222372866,-54.468104759967055,visual,1.0,1,0
1150.0,0,8498,59.50635222372866,-54.468104759967055,visual,1.6388888888888888,0,0
1160.0,0,1087,-59.52,120.703,sar,1.0,1,0
1160.0,0,1087,-59.52,120.703,sar,1.6444444444444444,0,0
1160.0,0,8459,59.331249005381,-53.4790746166122,visual,1.0,1,0
1160.0,0,8459,59.331249005381,-53.4790746166122,visual,1.6444444444444444,0,0
1170.0,0,1053,-60.122,121.763,sar,1.0,1,0
1170.0,0,1053,-60.122,121.763,sar,1.65,0,0
1170.0,0,8404,60.24429988284792,-53.25024715264728,visual,1.0,1,0
1170.0,0,8404,60.24429988284792,-53.25024715264728,visual,1.65,0,0
1180.0,0,1015,-60.054,122.358,sar,1.0,1,0
1180.0,0,1015,-60.054,122.358,sar,1.6555555555555554,0,0
1180.0,0,8410,61.09862451194589,-53.1806346229544,visual,1.0,1,0
1180.0,0,8410,61.09862451194589,-53.1806346229544,visual,1.6555555555555554,0,0
1190.0,0,1020,-60.763,123.921,sar,1.0,1,0
1190.0,0,1020,-60.763,123.921,sar,1.661111111111111,0,0
1190.0,0,8446,61.55122679809627,-51.79881806992397,visual,1.0,1,0
1190.0,0,8446,61.55122679809627,-51.79881806992397,visual,1.661111111111111,0,0
1200.0,0,1051,-60.72,124.312,sar,1.0,1,0
1200.0,0,1051,-60.72,124.312,sar,1.6666666666666665,0,0
1210.0,0,1225,-60.209,126.6,sar,1.0,1,0
1210.0,0,1225,-60.209,126.6,sar,1.6722222222222223,0,0
1230.0,0,4050,-12.972467930351854,-111.78224587378216,visual,1.0,1,0
1230.0,0,4050,-12.972467930351854,-111.78224587378216,visual,1.6833333333333333,0,0
1240.0,0,4071,-12.097400349155397,-111.78893663487251,visual,1.0,1,0
1240.0,0,4071,-12.097400349155397,-111.78893663487251,visual,1.6888888888888889,0,0
1250.0,0,4045,-12.23606810105998,-111.0261174538566,visual,1.0,1,0
1250.0,0,4045,-12.23606810105998,-111.0261174538566,visual,1.6944444444444444,0,0
1260.0,0,4029,-11.820335456873629,-110.22412456430328,visual,1.0,1,0
1260.0,0,4029,-11.820335456873629,-110.22412456430328,visual,1.7,0,0
1270.0,0,4066,-11.112590960964177,-110.22352327225497,visual,1.0,1,0
1270.0,0,4066,-11.112590960964177,-110.22352327225497,visual,1.7055555555555557,0,0
1280.0,0,4025,-10.02818963202462,-110.3897444819846,visual,1.0,1,0
1280.0,0,4025,-10.02818963202462,-110.3897444819846,visual,1.7111111111111112,0,0
1290.0,0,4006,-9.900840827878763,-109.69958271341508,visual,1.0,1,0
