routine,t_avg,t_std,t_med,n
sense,0.21,1.018,0.023,30
think,0.018,0.007,0.018,30
do,0.741,2.147,0.087,30
BROADCAST_MSG,0.001,0.0,0.001,1
WAIT_FOR_MSG,0.766,2.179,0.088,29
