Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
331,610,,18.272,-101.892,756.6,-31.36,34.9,nan
333,2175,,19.623,-101.648,738.7,-29.22,32.46,nan
334,164,,20.314,-102.794,676.3,-19.21,21.21,nan
334,856,,19.99,-101.073,761.1,-31.74,35.34,nan
334,2681,,19.957,-100.973,767.6,-32.41,36.11,nan
335,2304,,21.84,-104.801,636.4,3.57,3.92,nan
335,3655,,20.272,-101.09,754.3,-30.96,34.45,nan
336,2403,,22.916,-106.068,669.6,17.53,19.34,nan
339,4919,,24.91,-104.89,661.3,15.06,16.6,nan
340,3562,,25.593,-105.016,673.9,18.22,20.12,nan
343,2131,,27.543,-105.415,723.2,26.71,29.63,nan
344,3890,,25.704,-99.275,719.9,-26.19,29.04,nan
345,4426,,26.223,-98.915,724.7,-26.81,29.75,nan
346,1419,,26.561,-99.168,708.6,-24.37,26.99,nan
346,2009,,27.51,-100.615,650.1,-10.18,11.22,nan
349,1306,,29.452,-101.052,640.8,2.78,3.06,nan
349,2837,,28.048,-97.869,732.3,-27.59,30.64,nan
349,3074,,28.485,-98.245,705.5,-23.64,26.18,nan
352,2097,,30.758,-98.416,663.1,-14.06,15.51,nan
352,2706,,31.368,-100.523,643.6,4.64,5.11,nan
352,3321,,30.393,-97.906,682.4,-19.04,21.04,nan
353,3868,,30.315,-96.524,737.7,-28.04,31.16,nan
353,3953,,31.11,-97.474,684.1,-19.29,21.32,nan
353,4292,,32.585,-101.137,662.9,13.86,15.29,nan
354,3724,,31.328,-96.33,721.4,-25.74,28.56,nan
355,2343,,31.87,-97.37,676.5,-17.35,19.16,nan
355,3358,,32.869,-98.429,645.9,-5.61,6.17,nan
355,3908,,32.825,-98.962,642.8,-1.65,1.82,nan
356,1118,,31.948,-96.103,718.3,-25.13,27.87,nan
356,1469,,32.182,-96.073,712.9,-24.29,26.93,nan
356,3596,,32.148,-95.473,737.8,-27.86,30.95,nan
356,4218,,33.222,-97.833,650.6,-8.34,9.19,nan
357,1258,,32.815,-95.915,705.2,-22.95,25.42,nan
357,1824,,32.811,-95.532,719.4,-25.22,27.98,nan
357,2110,,32.803,-96.502,687.2,-19.55,21.62,nan
357,2419,,33.356,-97.052,663.2,-13.35,14.72,nan
357,2431,,33.033,-96.47,682.9,-18.62,20.58,nan
357,2532,,33.07,-96.97,669.8,-15.34,16.94,nan
357,3905,,33.763,-98.36,644.3,-2.9,3.2,nan
358,670,,33.823,-96.573,668.2,-14.74,16.27,nan
358,2376,,32.752,-94.506,766.5,-31.11,34.67,nan
358,4181,,33.327,-95.627,705.0,-22.83,25.29,nan
358,4321,,33.073,-95.003,735.1,-27.37,30.4,nan
358,4518,,34.24,-98.056,645.2,-3.5,3.86,nan
358,4823,,35.713,-101.554,732.2,26.97,29.95,nan
359,2002,,33.306,-94.162,766.7,-31.08,34.63,nan
