plan_index,t_plan,instrument,t_img
3,300.0,thermal,320.0
3,300.0,thermal,330.0
3,300.0,thermal,340.0
3,300.0,thermal,350.0
3,300.0,thermal,360.0
3,300.0,thermal,370.0
3,300.0,thermal,380.0
3,300.0,thermal,390.0
3,300.0,thermal,400.0
4,400.0,thermal,400.0
4,400.0,thermal,410.0
6,600.0,thermal,680.0
6,600.0,thermal,690.0
6,600.0,thermal,700.0
7,700.0,thermal,700.0
7,700.0,thermal,710.0
7,700.0,thermal,720.0
7,700.0,thermal,730.0
7,700.0,thermal,750.0
8,800.0,thermal,820.0
8,800.0,thermal,830.0
8,800.0,thermal,840.0
8,800.0,thermal,850.0
8,800.0,thermal,860.0
8,800.0,thermal,870.0
8,800.0,thermal,880.0
8,800.0,thermal,890.0
8,800.0,thermal,900.0
17,1700.0,thermal,1730.0
17,1700.0,thermal,1740.0
17,1700.0,thermal,1750.0
17,1700.0,thermal,1760.0
17,1700.0,thermal,1770.0
29,2900.0,thermal,2990.0
29,2900.0,thermal,3000.0
30,3000.0,thermal,3000.0
30,3000.0,thermal,3010.0
30,3000.0,thermal,3020.0
33,3200.0,thermal,3220.0
33,3200.0,thermal,3230.0
33,3200.0,thermal,3230.0
33,3200.0,thermal,3240.0
33,3200.0,thermal,3250.0
36,3500.0,thermal,3590.0
36,3500.0,thermal,3600.0
54,5300.0,thermal,5370.0
54,5300.0,thermal,5380.0
54,5300.0,thermal,5390.0
54,5300.0,thermal,5400.0
55,5360.0,thermal,5370.0
55,5360.0,thermal,5380.0
55,5360.0,thermal,5390.0
55,5360.0,thermal,5400.0
56,5400.0,thermal,5400.0
56,5400.0,thermal,5410.0
56,5400.0,thermal,5420.0
56,5400.0,thermal,5430.0
56,5400.0,thermal,5440.0
62,6000.0,thermal,6040.0
62,6000.0,thermal,6050.0
62,6000.0,thermal,6060.0
63,6020.0,thermal,6040.0
63,6020.0,thermal,6050.0
63,6020.0,thermal,6060.0
