Eclipse times for Spacecraft with id vis_sat_0_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
0,36
451,629
1045,1223
1638,1816
2232,2410
2825,3003
3418,3597
4012,4190
4605,4784
5199,5377
5792,5971
6385,6564
6979,7158
7572,7751
8166,8345
