routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.003,0.0,1642
__check_action_completion,0.0,0.0,0.0,1642
preplanner/__get_new_requests,0.0,0.0,0.0,1642
preplanner/__update_performed_requests,0.0,0.0,0.0,1642
preplanner/_update_access_times,0.021,0.847,0.0,1642
preplanner/needs_planning,0.0,0.0,0.0,1642
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,355.682,0.0,355.682,1
preplanner/_schedule_broadcasts,0.019,0.0,0.019,2
preplanner/_schedule_maneuvers,4.732,0.0,4.732,1
preplanner/__schedule_periodic_replan,0.206,0.0,0.206,1
preplanner/generate_plan,366.507,0.0,366.507,1
replanner/__get_new_requests,0.0,0.0,0.0,1642
replanner/__update_performed_requests,0.0,0.001,0.0,1642
replanner/_update_access_times,0.004,0.116,0.0,1642
replanner/_schedule_measurements,4.561,10.235,0.652,8
replanner/_schedule_broadcasts,0.016,0.0,0.016,16
replanner/_schedule_maneuvers,0.764,0.535,0.593,8
