routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.019,0.0,1643
update_state,0.0,0.0,0.0,1643
sense_environment,0.253,0.152,0.239,1642
update_state_environment,0.004,0.023,0.0,1642
get_environment_broadcasts,0.0,0.0,0.0,1642
get_agent_broadcasts,0.0,0.0,0.0,1642
sense,0.26,0.159,0.243,1642
think,0.744,11.097,0.432,1642
perform_wait_for_messages,0.31,0.593,0.164,1537
perform_state_change,0.319,0.608,0.167,1453
do,0.302,0.577,0.161,1642
perform_measurement,0.149,0.15,0.112,88
perform_broadcast,0.0,0.0,0.0,7
