lat [deg],lon [deg]
-89.9,-178.2
-89.9,-150.1
-89.9,12.0
-89.7,96.5
-89.6,103.90000000000003
-88.8,3.8000000000000114
-88.6,-11.099999999999994
-88.4,-147.8
-88.4,134.40000000000003
-88.3,52.900000000000006
-88.3,144.40000000000003
-88.3,144.60000000000002
-87.8,-109.7
-87.6,50.10000000000002
-87.2,-2.799999999999983
-87.0,-61.89999999999999
-86.6,-21.19999999999999
-86.6,169.8
-86.5,49.0
-86.4,-101.0
-86.4,175.8
-86.3,164.70000000000005
-86.2,-86.5
-86.2,-16.19999999999999
-85.6,57.400000000000006
-85.3,-69.3
-84.5,-52.19999999999999
-84.5,45.5
-84.2,98.80000000000001
-84.1,-150.0
-84.0,-136.0
-83.9,-104.3
-83.9,86.69999999999999
-83.8,49.0
-83.7,121.19999999999999
-83.6,40.30000000000001
-83.1,-18.0
-82.7,177.0
-82.6,12.600000000000023
-82.3,-64.69999999999999
-82.0,-62.5
-81.9,-155.3
-81.9,59.70000000000002
-81.5,-13.599999999999994
-81.0,50.900000000000006
-80.9,-174.7
-80.9,28.5
-80.9,54.20000000000002
-80.8,-137.2
-80.5,41.10000000000002
-80.3,-14.899999999999977
-80.2,-119.19999999999999
-80.2,-32.69999999999999
-79.7,-127.9
-79.7,55.400000000000006
-79.4,-144.7
-79.3,73.80000000000001
-79.0,35.60000000000002
-79.0,168.40000000000003
-78.9,150.8
-78.7,46.0
-78.6,-20.5
-78.6,89.5
-78.5,-141.8
-78.3,-19.099999999999994
-78.2,-175.9
-78.0,86.69999999999999
-78.0,130.5
-77.9,49.80000000000001
-77.8,-36.0
-77.6,-130.5
-77.5,26.600000000000023
-77.1,-17.19999999999999
-76.9,-49.69999999999999
-76.9,170.20000000000005
-76.6,-125.6
-76.6,168.40000000000003
-76.4,-26.399999999999977
-76.3,51.0
-76.2,44.60000000000002
-76.1,143.60000000000002
-76.0,-168.4
-75.7,-120.0
-75.7,-99.19999999999999
-75.7,-23.69999999999999
-75.7,97.90000000000003
-75.6,20.900000000000006
-75.1,9.100000000000023
-74.9,-81.8
-74.7,5.400000000000006
-74.2,124.10000000000002
-74.1,-113.5
-73.8,130.20000000000005
-73.8,142.40000000000003
-73.7,-130.6
-73.6,-83.19999999999999
-73.5,-40.79999999999998
-73.5,117.69999999999999
-73.4,-174.9
-73.4,91.30000000000001
-73.3,-178.2
-73.2,8.5
-73.0,-151.3
-72.6,101.60000000000002
-72.5,20.700000000000017
-72.5,166.5
-72.2,136.0
-72.1,156.20000000000005
-72.0,-34.79999999999998
-71.9,-16.599999999999994
-71.8,101.60000000000002
-71.7,-158.5
-71.1,-117.1
-70.9,-15.799999999999983
-70.9,116.60000000000002
-70.8,-161.0
-70.8,66.10000000000002
-70.4,-118.5
-70.3,138.20000000000005
-70.2,104.5
-69.8,59.60000000000002
-69.7,61.60000000000002
-69.5,-45.900000000000006
-69.4,-27.19999999999999
-69.4,149.5
-69.3,-65.19999999999999
-69.3,-49.900000000000006
-68.9,-167.2
-68.9,37.80000000000001
-68.8,-128.1
-68.1,158.60000000000002
-67.9,-126.5
-67.7,34.20000000000002
-67.5,4.5
-66.9,-167.5
-66.7,-70.1
-66.7,-46.400000000000006
-66.7,124.90000000000003
-66.4,-90.0
-65.9,-62.099999999999994
-65.6,164.90000000000003
-65.3,169.10000000000002
-65.2,102.90000000000003
-64.9,-114.2
-64.9,23.5
-64.9,110.0
-64.7,-46.900000000000006
-64.6,32.5
-64.5,107.40000000000003
-64.4,-71.3
-64.4,-70.39999999999999
-63.7,5.100000000000023
-63.7,6.100000000000023
-63.5,13.800000000000011
-63.2,-161.5
-63.2,144.3
-63.099999999999994,163.20000000000005
-62.599999999999994,158.90000000000003
-62.5,104.60000000000002
-62.0,-66.69999999999999
-61.9,-92.0
-61.9,-83.6
-61.9,128.60000000000002
-61.5,-94.19999999999999
-61.099999999999994,-81.89999999999999
-61.099999999999994,42.400000000000006
-61.0,-36.19999999999999
-60.5,-96.0
-60.5,-69.3
-60.3,5.300000000000011
-60.3,81.19999999999999
-60.2,-153.9
-59.8,158.60000000000002
-59.5,128.60000000000002
-59.4,109.30000000000001
-59.3,-107.8
-59.099999999999994,114.90000000000003
-58.3,33.20000000000002
-58.2,144.8
-58.099999999999994,37.80000000000001
-58.099999999999994,102.40000000000003
-58.0,24.100000000000023
-57.9,99.0
-57.699999999999996,-57.89999999999999
-57.699999999999996,42.5
-57.699999999999996,62.0
-57.6,-92.3
-57.5,-152.1
-57.5,-22.899999999999977
-57.5,170.10000000000002
-57.3,36.5
-57.3,100.69999999999999
-57.1,78.30000000000001
-57.0,34.60000000000002
-56.8,34.70000000000002
-56.5,136.3
-56.3,102.5
-56.199999999999996,-162.1
-56.1,-47.19999999999999
-56.0,-123.69999999999999
-55.8,22.700000000000017
-55.6,119.0
-55.6,151.40000000000003
-55.6,168.0
-55.3,-76.1
-54.9,-171.7
-54.699999999999996,168.60000000000002
-54.5,-126.3
-54.199999999999996,-97.8
-54.1,164.5
-53.9,-151.3
-53.9,145.40000000000003
-53.9,154.10000000000002
-53.699999999999996,-124.69999999999999
-53.6,113.90000000000003
-53.5,-97.69999999999999
-53.5,69.5
-53.4,-159.2
-53.199999999999996,-167.9
-53.199999999999996,14.800000000000011
-52.6,-163.0
-52.6,124.90000000000003
-52.4,-96.3
-52.4,-43.29999999999998
-52.4,1.1000000000000227
-52.199999999999996,146.0
-52.199999999999996,168.70000000000005
-52.1,-114.6
-52.1,-67.0
-52.1,8.100000000000023
-52.1,137.0
-51.8,-112.0
-51.199999999999996,23.200000000000017
-51.099999999999994,-172.5
-51.099999999999994,105.40000000000003
-51.0,156.3
-51.0,163.40000000000003
-50.699999999999996,49.900000000000006
-50.699999999999996,173.70000000000005
-50.5,-77.8
-49.9,172.3
-49.599999999999994,56.30000000000001
-49.4,81.10000000000002
-49.3,151.20000000000005
-49.0,113.10000000000002
-48.699999999999996,-58.0
-48.5,7.700000000000017
-48.199999999999996,-89.89999999999999
-48.0,-49.29999999999998
-47.8,129.60000000000002
-47.5,144.20000000000005
-47.3,85.80000000000001
-47.199999999999996,-113.2
-46.9,58.0
-46.8,-73.3
-46.8,38.5
-46.5,43.900000000000006
-46.099999999999994,16.0
-46.0,-157.1
-45.8,-158.6
-45.8,-142.8
-45.8,-64.69999999999999
-45.5,-122.3
-45.5,14.300000000000011
-45.4,49.20000000000002
-45.199999999999996,-102.6
-45.199999999999996,10.0
-45.0,174.3
-44.699999999999996,-159.9
-44.4,45.70000000000002
-44.199999999999996,135.40000000000003
-44.099999999999994,-39.099999999999994
-43.8,-86.39999999999999
-43.3,111.80000000000001
-43.199999999999996,-50.099999999999994
-42.8,34.60000000000002
-42.699999999999996,34.60000000000002
-42.5,127.30000000000001
-42.4,-109.1
-42.199999999999996,157.3
-41.9,24.0
-41.699999999999996,27.700000000000017
-41.599999999999994,-11.599999999999994
-41.5,161.90000000000003
-41.3,-93.0
-41.3,162.40000000000003
-41.199999999999996,-62.8
-40.9,-138.6
-40.5,-171.7
-40.5,19.80000000000001
-40.3,-11.5
-40.3,138.5
-40.199999999999996,120.69999999999999
-40.099999999999994,4.100000000000023
-40.099999999999994,32.900000000000006
-39.5,-35.29999999999998
-39.3,148.3
-39.099999999999994,-37.900000000000006
-39.0,-101.6
-38.9,173.0
-38.8,-28.5
-38.699999999999996,-156.7
-38.699999999999996,96.40000000000003
-38.3,-57.69999999999999
-38.3,99.60000000000002
-38.0,13.0
-37.4,-58.69999999999999
-37.4,-39.19999999999999
-37.4,12.700000000000017
-37.3,174.8
-37.199999999999996,-25.899999999999977
-37.099999999999994,-70.0
-36.0,159.70000000000005
-35.5,-171.5
-35.4,-162.6
-35.4,-155.0
-35.099999999999994,-132.5
-35.099999999999994,-22.599999999999994
-34.699999999999996,126.69999999999999
-34.5,69.80000000000001
-34.3,-135.4
-34.3,-55.39999999999999
-34.3,0.20000000000001705
-34.199999999999996,-172.4
-34.199999999999996,-158.9
-34.199999999999996,62.900000000000006
-34.199999999999996,107.19999999999999
-34.199999999999996,116.19999999999999
-34.099999999999994,87.69999999999999
-34.0,150.40000000000003
-33.9,-27.599999999999994
-33.9,98.40000000000003
-33.8,133.0
-33.699999999999996,-69.6
-33.699999999999996,35.20000000000002
-33.4,4.100000000000023
-33.3,-147.4
-33.199999999999996,-178.7
-33.199999999999996,-124.9
-33.199999999999996,20.700000000000017
-32.9,157.90000000000003
-32.8,148.0
-32.699999999999996,15.800000000000011
-32.199999999999996,124.30000000000001
-31.799999999999997,-62.39999999999999
-31.699999999999996,174.60000000000002
-31.5,-13.299999999999983
-31.5,60.60000000000002
-31.299999999999997,-94.1
-31.299999999999997,114.40000000000003
-31.199999999999996,116.19999999999999
-31.099999999999994,-149.9
-30.9,-155.2
-30.799999999999997,25.700000000000017
-30.599999999999994,29.400000000000006
-30.5,-109.5
-30.4,173.3
-30.299999999999997,72.80000000000001
-29.9,1.8000000000000114
-29.5,35.5
-29.099999999999994,-43.5
-29.099999999999994,41.5
-29.0,-34.19999999999999
-28.799999999999997,-132.4
-28.699999999999996,-105.39999999999999
-28.599999999999994,-175.5
-28.599999999999994,-119.8
-28.099999999999994,-88.6
-27.9,-137.0
-27.9,-124.9
-27.799999999999997,1.700000000000017
-27.599999999999994,-114.5
-27.5,157.20000000000005
-27.299999999999997,16.80000000000001
-27.199999999999996,-117.0
-27.099999999999994,157.60000000000002
-26.799999999999997,-111.0
-26.799999999999997,-45.599999999999994
-26.799999999999997,23.700000000000017
-26.4,-13.299999999999983
-26.299999999999997,-130.2
-26.299999999999997,-122.4
-26.099999999999994,-156.7
-25.89999999999999,-54.69999999999999
-25.89999999999999,-35.900000000000006
-25.5,-65.39999999999999
-25.39999999999999,-179.0
-25.299999999999997,-62.099999999999994
-24.700000000000003,-23.099999999999994
-24.700000000000003,-3.8999999999999773
-24.599999999999994,-178.5
-24.599999999999994,-113.8
-24.39999999999999,160.0
-24.200000000000003,79.5
-24.099999999999994,6.800000000000011
-24.099999999999994,6.900000000000006
-23.799999999999997,-2.0
-23.599999999999994,-110.89999999999999
-23.5,-94.8
-23.200000000000003,-84.3
-23.200000000000003,77.19999999999999
-23.200000000000003,105.30000000000001
-23.0,-163.9
-22.799999999999997,-165.5
-22.599999999999994,51.70000000000002
-22.299999999999997,-151.6
-21.799999999999997,98.40000000000003
-21.599999999999994,-149.2
-21.5,89.0
-21.299999999999997,-179.1
-21.200000000000003,44.80000000000001
-21.099999999999994,151.70000000000005
-20.89999999999999,62.900000000000006
-20.799999999999997,92.80000000000001
-20.700000000000003,130.3
-20.599999999999994,31.700000000000017
-20.299999999999997,-123.8
-20.099999999999994,-46.29999999999998
-20.099999999999994,38.70000000000002
-20.099999999999994,111.80000000000001
-19.700000000000003,4.200000000000017
-19.5,-79.1
-19.200000000000003,-3.5999999999999943
-19.099999999999994,6.400000000000006
-18.89999999999999,-174.9
-18.799999999999997,-78.1
-18.5,-136.9
-18.299999999999997,100.90000000000003
-18.200000000000003,-88.69999999999999
-17.799999999999997,-154.1
-17.599999999999994,11.200000000000017
-17.5,150.0
-17.0,93.40000000000003
-16.89999999999999,-76.1
-16.799999999999997,118.30000000000001
-16.200000000000003,101.40000000000003
-16.099999999999994,138.70000000000005
-15.899999999999991,-118.6
-15.899999999999991,-53.5
-15.899999999999991,61.5
-15.799999999999997,-63.8
-15.5,-31.5
-15.399999999999991,11.700000000000017
-15.399999999999991,146.40000000000003
-15.0,140.3
-14.799999999999997,57.80000000000001
-14.299999999999997,-15.099999999999994
-14.099999999999994,127.70000000000005
-14.0,-113.89999999999999
-13.899999999999991,2.200000000000017
-13.599999999999994,109.90000000000003
-12.799999999999997,-87.1
-12.599999999999994,61.60000000000002
-12.5,-74.69999999999999
-12.399999999999991,-151.5
-12.0,95.60000000000002
-11.299999999999997,-54.599999999999994
-10.899999999999991,107.40000000000003
-10.399999999999991,-122.3
-9.699999999999989,137.8
-9.199999999999989,116.19999999999999
-8.899999999999991,-136.1
-8.899999999999991,-59.5
-8.799999999999997,-137.9
-8.799999999999997,34.60000000000002
-8.5,-95.89999999999999
-8.5,119.40000000000003
-8.399999999999991,0.30000000000001137
-8.299999999999997,29.5
-8.199999999999989,-133.1
-8.199999999999989,39.60000000000002
-8.0,-145.5
-7.8999999999999915,130.20000000000005
-7.599999999999994,128.40000000000003
-7.299999999999997,-13.299999999999983
-7.199999999999989,-163.0
-7.199999999999989,-137.9
