routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,350
_wait_for_messages,0.001,0.003,0.0,350
_preplan,0.066,0.046,0.07,4
_get_next_actions,0.0,0.0,0.0,350
preplanner/__get_new_requests,0.0,0.0,0.0,350
preplanner/__update_performed_requests,0.0,0.0,0.0,350
preplanner/_calc_arrival_times,0.209,0.064,0.205,398
preplanner/__update_access_times,0.238,2.219,0.0,350
preplanner/needs_initialized_plan,0.238,2.219,0.0,350
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.031,0.022,0.031,4
preplanner/initialize_plan,0.066,0.046,0.07,4
