stat_name,val
Simulation Start Date,2020-01-01 00:00:00+00:00
Simulation End Date,2020-01-02 00:00:00+00:00
GPs Observed,1375
Observations,8912
Events,790
Events Detected,7
Unique Event Observations,8
Total Event Observations,30
Events Co-observed,1
Events Partially Co-observed,1
Events Fully Co-observed,0
Total Event Co-observations,22
Total Runtime [s],758.964
