stat_name,val
Simulation Start Date,2020-01-01 00:00:00+00:00
Simulation End Date,2020-01-02 00:00:00+00:00
GPs Observed,3754
Observations,12228
Events,1000
Events Detected,149
Unique Event Observations,150
Total Event Observations,211
Events Co-observed,49
Events Partially Co-observed,0
Events Fully Co-observed,49
Total Event Co-observations,61
Total Runtime [s],5477.869
