routine,t_avg,t_std,t_med,n
check_action_statuses,0.004,0.019,0.0,3545
update_state,0.0,0.0,0.0,3545
sense_environment,0.174,0.098,0.165,3544
update_state_environment,0.002,0.014,0.0,3544
get_environment_broadcasts,0.013,0.026,0.0,3544
get_agent_broadcasts,0.064,0.093,0.0,3544
sense,0.256,0.128,0.242,3544
think,0.444,0.376,0.382,3544
perform_broadcast,0.006,0.021,0.0,1258
do,0.16,0.145,0.124,3544
perform_wait_for_messages,0.151,0.16,0.1,2287
perform_state_change,0.125,0.11,0.093,893
perform_observation,0.172,0.109,0.147,1230
